"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"65-74 years","65-74","Oklahoma","40","2020","2020","Female","F",182,202751,89.8
,"65-74 years","65-74","Oklahoma","40","2020","2020","Male","M",265,177796,149.0
,"65-74 years","65-74","Oregon","41","1999","1999","Female","F",39,118376,32.9
,"65-74 years","65-74","Oregon","41","1999","1999","Male","M",41,101726,40.3
,"65-74 years","65-74","Oregon","41","2000","2000","Female","F",44,117639,37.4
,"65-74 years","65-74","Oregon","41","2000","2000","Male","M",43,101703,42.3
,"65-74 years","65-74","Oregon","41","2001","2001","Female","F",40,117053,34.2
,"65-74 years","65-74","Oregon","41","2001","2001","Male","M",49,102448,47.8
,"65-74 years","65-74","Oregon","41","2002","2002","Female","F",28,117668,23.8
,"65-74 years","65-74","Oregon","41","2002","2002","Male","M",40,103625,38.6
,"65-74 years","65-74","Oregon","41","2003","2003","Female","F",39,119218,32.7
,"65-74 years","65-74","Oregon","41","2003","2003","Male","M",23,105473,21.8
,"65-74 years","65-74","Oregon","41","2004","2004","Female","F",45,121229,37.1
,"65-74 years","65-74","Oregon","41","2004","2004","Male","M",36,108161,33.3
,"65-74 years","65-74","Oregon","41","2005","2005","Female","F",35,123579,28.3
,"65-74 years","65-74","Oregon","41","2005","2005","Male","M",34,111748,30.4
,"65-74 years","65-74","Oregon","41","2006","2006","Female","F",27,127700,21.1
,"65-74 years","65-74","Oregon","41","2006","2006","Male","M",33,116242,28.4
,"65-74 years","65-74","Oregon","41","2007","2007","Female","F",36,132650,27.1
,"65-74 years","65-74","Oregon","41","2007","2007","Male","M",42,120976,34.7
,"65-74 years","65-74","Oregon","41","2008","2008","Female","F",34,139424,24.4
,"65-74 years","65-74","Oregon","41","2008","2008","Male","M",50,127738,39.1
,"65-74 years","65-74","Oregon","41","2009","2009","Female","F",35,146322,23.9
,"65-74 years","65-74","Oregon","41","2009","2009","Male","M",39,134419,29.0
,"65-74 years","65-74","Oregon","41","2010","2010","Female","F",36,150991,23.8
,"65-74 years","65-74","Oregon","41","2010","2010","Male","M",38,139050,27.3
,"65-74 years","65-74","Oregon","41","2011","2011","Female","F",23,158873,14.5
,"65-74 years","65-74","Oregon","41","2011","2011","Male","M",50,146392,34.2
,"65-74 years","65-74","Oregon","41","2012","2012","Female","F",26,172089,15.1
,"65-74 years","65-74","Oregon","41","2012","2012","Male","M",51,158668,32.1
,"65-74 years","65-74","Oregon","41","2013","2013","Female","F",42,183437,22.9
,"65-74 years","65-74","Oregon","41","2013","2013","Male","M",64,169566,37.7
,"65-74 years","65-74","Oregon","41","2014","2014","Female","F",55,194525,28.3
,"65-74 years","65-74","Oregon","41","2014","2014","Male","M",77,179483,42.9
,"65-74 years","65-74","Oregon","41","2015","2015","Female","F",47,206050,22.8
,"65-74 years","65-74","Oregon","41","2015","2015","Male","M",75,189056,39.7
,"65-74 years","65-74","Oregon","41","2016","2016","Female","F",58,216975,26.7
,"65-74 years","65-74","Oregon","41","2016","2016","Male","M",91,198672,45.8
,"65-74 years","65-74","Oregon","41","2017","2017","Female","F",72,225816,31.9
,"65-74 years","65-74","Oregon","41","2017","2017","Male","M",99,205907,48.1
,"65-74 years","65-74","Oregon","41","2018","2018","Female","F",58,235245,24.7
,"65-74 years","65-74","Oregon","41","2018","2018","Male","M",89,212947,41.8
,"65-74 years","65-74","Oregon","41","2019","2019","Female","F",79,244571,32.3
,"65-74 years","65-74","Oregon","41","2019","2019","Male","M",90,220027,40.9
,"65-74 years","65-74","Oregon","41","2020","2020","Female","F",79,252888,31.2
,"65-74 years","65-74","Oregon","41","2020","2020","Male","M",94,225664,41.7
,"65-74 years","65-74","Pennsylvania","42","1999","1999","Female","F",165,548864,30.1
,"65-74 years","65-74","Pennsylvania","42","1999","1999","Male","M",248,433220,57.2
,"65-74 years","65-74","Pennsylvania","42","2000","2000","Female","F",192,539758,35.6
,"65-74 years","65-74","Pennsylvania","42","2000","2000","Male","M",202,429514,47.0
,"65-74 years","65-74","Pennsylvania","42","2001","2001","Female","F",186,525680,35.4
,"65-74 years","65-74","Pennsylvania","42","2001","2001","Male","M",194,421876,46.0
,"65-74 years","65-74","Pennsylvania","42","2002","2002","Female","F",202,515216,39.2
,"65-74 years","65-74","Pennsylvania","42","2002","2002","Male","M",190,415767,45.7
,"65-74 years","65-74","Pennsylvania","42","2003","2003","Female","F",165,506036,32.6
,"65-74 years","65-74","Pennsylvania","42","2003","2003","Male","M",191,411575,46.4
,"65-74 years","65-74","Pennsylvania","42","2004","2004","Female","F",171,499133,34.3
,"65-74 years","65-74","Pennsylvania","42","2004","2004","Male","M",188,409229,45.9
,"65-74 years","65-74","Pennsylvania","42","2005","2005","Female","F",149,492779,30.2
,"65-74 years","65-74","Pennsylvania","42","2005","2005","Male","M",178,407849,43.6
,"65-74 years","65-74","Pennsylvania","42","2006","2006","Female","F",173,491401,35.2
,"65-74 years","65-74","Pennsylvania","42","2006","2006","Male","M",194,410100,47.3
,"65-74 years","65-74","Pennsylvania","42","2007","2007","Female","F",138,496007,27.8
,"65-74 years","65-74","Pennsylvania","42","2007","2007","Male","M",154,416314,37.0
,"65-74 years","65-74","Pennsylvania","42","2008","2008","Female","F",129,510289,25.3
,"65-74 years","65-74","Pennsylvania","42","2008","2008","Male","M",166,431247,38.5
,"65-74 years","65-74","Pennsylvania","42","2009","2009","Female","F",131,522663,25.1
,"65-74 years","65-74","Pennsylvania","42","2009","2009","Male","M",151,443377,34.1
,"65-74 years","65-74","Pennsylvania","42","2010","2010","Female","F",145,528698,27.4
,"65-74 years","65-74","Pennsylvania","42","2010","2010","Male","M",156,450840,34.6
,"65-74 years","65-74","Pennsylvania","42","2011","2011","Female","F",122,538036,22.7
,"65-74 years","65-74","Pennsylvania","42","2011","2011","Male","M",191,461900,41.4
,"65-74 years","65-74","Pennsylvania","42","2012","2012","Female","F",133,569822,23.3
,"65-74 years","65-74","Pennsylvania","42","2012","2012","Male","M",186,493174,37.7
,"65-74 years","65-74","Pennsylvania","42","2013","2013","Female","F",148,593822,24.9
,"65-74 years","65-74","Pennsylvania","42","2013","2013","Male","M",212,516679,41.0
,"65-74 years","65-74","Pennsylvania","42","2014","2014","Female","F",153,615354,24.9
,"65-74 years","65-74","Pennsylvania","42","2014","2014","Male","M",216,537315,40.2
,"65-74 years","65-74","Pennsylvania","42","2015","2015","Female","F",187,637707,29.3
,"65-74 years","65-74","Pennsylvania","42","2015","2015","Male","M",240,558921,42.9
,"65-74 years","65-74","Pennsylvania","42","2016","2016","Female","F",197,658411,29.9
,"65-74 years","65-74","Pennsylvania","42","2016","2016","Male","M",312,578595,53.9
,"65-74 years","65-74","Pennsylvania","42","2017","2017","Female","F",227,679516,33.4
,"65-74 years","65-74","Pennsylvania","42","2017","2017","Male","M",300,599768,50.0
,"65-74 years","65-74","Pennsylvania","42","2018","2018","Female","F",241,695329,34.7
,"65-74 years","65-74","Pennsylvania","42","2018","2018","Male","M",323,615421,52.5
,"65-74 years","65-74","Pennsylvania","42","2019","2019","Female","F",245,718132,34.1
,"65-74 years","65-74","Pennsylvania","42","2019","2019","Male","M",331,635961,52.0
,"65-74 years","65-74","Pennsylvania","42","2020","2020","Female","F",300,742941,40.4
,"65-74 years","65-74","Pennsylvania","42","2020","2020","Male","M",368,658317,55.9
,"65-74 years","65-74","Rhode Island","44","1999","1999","Female","F",Suppressed,41993,Suppressed
,"65-74 years","65-74","Rhode Island","44","1999","1999","Male","M",10,33009,Unreliable
,"65-74 years","65-74","Rhode Island","44","2000","2000","Female","F",Suppressed,41133,Suppressed
,"65-74 years","65-74","Rhode Island","44","2000","2000","Male","M",Suppressed,32551,Suppressed
,"65-74 years","65-74","Rhode Island","44","2001","2001","Female","F",Suppressed,40006,Suppressed
,"65-74 years","65-74","Rhode Island","44","2001","2001","Male","M",Suppressed,31712,Suppressed
,"65-74 years","65-74","Rhode Island","44","2002","2002","Female","F",Suppressed,39017,Suppressed
,"65-74 years","65-74","Rhode Island","44","2002","2002","Male","M",Suppressed,31007,Suppressed
,"65-74 years","65-74","Rhode Island","44","2003","2003","Female","F",Suppressed,38190,Suppressed
,"65-74 years","65-74","Rhode Island","44","2003","2003","Male","M",Suppressed,30681,Suppressed
,"65-74 years","65-74","Rhode Island","44","2004","2004","Female","F",Suppressed,37638,Suppressed
,"65-74 years","65-74","Rhode Island","44","2004","2004","Male","M",Suppressed,30364,Suppressed
,"65-74 years","65-74","Rhode Island","44","2005","2005","Female","F",Suppressed,36903,Suppressed
,"65-74 years","65-74","Rhode Island","44","2005","2005","Male","M",Suppressed,30244,Suppressed
,"65-74 years","65-74","Rhode Island","44","2006","2006","Female","F",Suppressed,36734,Suppressed
,"65-74 years","65-74","Rhode Island","44","2006","2006","Male","M",12,30162,Unreliable
,"65-74 years","65-74","Rhode Island","44","2007","2007","Female","F",Suppressed,37189,Suppressed
,"65-74 years","65-74","Rhode Island","44","2007","2007","Male","M",Suppressed,30688,Suppressed
,"65-74 years","65-74","Rhode Island","44","2008","2008","Female","F",Suppressed,38352,Suppressed
,"65-74 years","65-74","Rhode Island","44","2008","2008","Male","M",Suppressed,32063,Suppressed
,"65-74 years","65-74","Rhode Island","44","2009","2009","Female","F",Suppressed,39433,Suppressed
,"65-74 years","65-74","Rhode Island","44","2009","2009","Male","M",Suppressed,33085,Suppressed
,"65-74 years","65-74","Rhode Island","44","2010","2010","Female","F",Suppressed,40075,Suppressed
,"65-74 years","65-74","Rhode Island","44","2010","2010","Male","M",10,33804,Unreliable
,"65-74 years","65-74","Rhode Island","44","2011","2011","Female","F",Suppressed,41227,Suppressed
,"65-74 years","65-74","Rhode Island","44","2011","2011","Male","M",Suppressed,35258,Suppressed
,"65-74 years","65-74","Rhode Island","44","2012","2012","Female","F",Suppressed,43941,Suppressed
,"65-74 years","65-74","Rhode Island","44","2012","2012","Male","M",Suppressed,38094,Suppressed
,"65-74 years","65-74","Rhode Island","44","2013","2013","Female","F",Suppressed,46083,Suppressed
,"65-74 years","65-74","Rhode Island","44","2013","2013","Male","M",Suppressed,40054,Suppressed
,"65-74 years","65-74","Rhode Island","44","2014","2014","Female","F",11,47837,Unreliable
,"65-74 years","65-74","Rhode Island","44","2014","2014","Male","M",18,41814,Unreliable
,"65-74 years","65-74","Rhode Island","44","2015","2015","Female","F",14,49666,Unreliable
,"65-74 years","65-74","Rhode Island","44","2015","2015","Male","M",16,43688,Unreliable
,"65-74 years","65-74","Rhode Island","44","2016","2016","Female","F",12,51409,Unreliable
,"65-74 years","65-74","Rhode Island","44","2016","2016","Male","M",Suppressed,45524,Suppressed
,"65-74 years","65-74","Rhode Island","44","2017","2017","Female","F",16,53289,Unreliable
,"65-74 years","65-74","Rhode Island","44","2017","2017","Male","M",20,47121,42.4
,"65-74 years","65-74","Rhode Island","44","2018","2018","Female","F",11,54472,Unreliable
,"65-74 years","65-74","Rhode Island","44","2018","2018","Male","M",16,48123,Unreliable
,"65-74 years","65-74","Rhode Island","44","2019","2019","Female","F",18,56460,Unreliable
,"65-74 years","65-74","Rhode Island","44","2019","2019","Male","M",13,49699,Unreliable
,"65-74 years","65-74","Rhode Island","44","2020","2020","Female","F",Suppressed,58804,Suppressed
,"65-74 years","65-74","Rhode Island","44","2020","2020","Male","M",18,51528,Unreliable
,"65-74 years","65-74","South Carolina","45","1999","1999","Female","F",73,149480,48.8
,"65-74 years","65-74","South Carolina","45","1999","1999","Male","M",93,119916,77.6
,"65-74 years","65-74","South Carolina","45","2000","2000","Female","F",60,149235,40.2
,"65-74 years","65-74","South Carolina","45","2000","2000","Male","M",98,120813,81.1
,"65-74 years","65-74","South Carolina","45","2001","2001","Female","F",80,150436,53.2
,"65-74 years","65-74","South Carolina","45","2001","2001","Male","M",53,123165,43.0
,"65-74 years","65-74","South Carolina","45","2002","2002","Female","F",77,151643,50.8
,"65-74 years","65-74","South Carolina","45","2002","2002","Male","M",80,125163,63.9
,"65-74 years","65-74","South Carolina","45","2003","2003","Female","F",80,153465,52.1
,"65-74 years","65-74","South Carolina","45","2003","2003","Male","M",90,127709,70.5
,"65-74 years","65-74","South Carolina","45","2004","2004","Female","F",77,156234,49.3
,"65-74 years","65-74","South Carolina","45","2004","2004","Male","M",94,131406,71.5
,"65-74 years","65-74","South Carolina","45","2005","2005","Female","F",80,160784,49.8
,"65-74 years","65-74","South Carolina","45","2005","2005","Male","M",92,136355,67.5
,"65-74 years","65-74","South Carolina","45","2006","2006","Female","F",74,168494,43.9
,"65-74 years","65-74","South Carolina","45","2006","2006","Male","M",90,143873,62.6
,"65-74 years","65-74","South Carolina","45","2007","2007","Female","F",81,174844,46.3
,"65-74 years","65-74","South Carolina","45","2007","2007","Male","M",94,150792,62.3
,"65-74 years","65-74","South Carolina","45","2008","2008","Female","F",69,183649,37.6
,"65-74 years","65-74","South Carolina","45","2008","2008","Male","M",60,159174,37.7
,"65-74 years","65-74","South Carolina","45","2009","2009","Female","F",64,191692,33.4
,"65-74 years","65-74","South Carolina","45","2009","2009","Male","M",89,167032,53.3
,"65-74 years","65-74","South Carolina","45","2010","2010","Female","F",82,196976,41.6
,"65-74 years","65-74","South Carolina","45","2010","2010","Male","M",90,172067,52.3
,"65-74 years","65-74","South Carolina","45","2011","2011","Female","F",84,206452,40.7
,"65-74 years","65-74","South Carolina","45","2011","2011","Male","M",85,180757,47.0
,"65-74 years","65-74","South Carolina","45","2012","2012","Female","F",79,222167,35.6
,"65-74 years","65-74","South Carolina","45","2012","2012","Male","M",92,194898,47.2
,"65-74 years","65-74","South Carolina","45","2013","2013","Female","F",80,234564,34.1
,"65-74 years","65-74","South Carolina","45","2013","2013","Male","M",113,206360,54.8
,"65-74 years","65-74","South Carolina","45","2014","2014","Female","F",83,248047,33.5
,"65-74 years","65-74","South Carolina","45","2014","2014","Male","M",150,218124,68.8
,"65-74 years","65-74","South Carolina","45","2015","2015","Female","F",105,260734,40.3
,"65-74 years","65-74","South Carolina","45","2015","2015","Male","M",148,228749,64.7
,"65-74 years","65-74","South Carolina","45","2016","2016","Female","F",116,274109,42.3
,"65-74 years","65-74","South Carolina","45","2016","2016","Male","M",160,239177,66.9
,"65-74 years","65-74","South Carolina","45","2017","2017","Female","F",124,286151,43.3
,"65-74 years","65-74","South Carolina","45","2017","2017","Male","M",127,247399,51.3
,"65-74 years","65-74","South Carolina","45","2018","2018","Female","F",122,295984,41.2
,"65-74 years","65-74","South Carolina","45","2018","2018","Male","M",211,253847,83.1
,"65-74 years","65-74","South Carolina","45","2019","2019","Female","F",184,308489,59.6
,"65-74 years","65-74","South Carolina","45","2019","2019","Male","M",195,262111,74.4
,"65-74 years","65-74","South Carolina","45","2020","2020","Female","F",159,321507,49.5
,"65-74 years","65-74","South Carolina","45","2020","2020","Male","M",246,271541,90.6
,"65-74 years","65-74","South Dakota","46","1999","1999","Female","F",Suppressed,28517,Suppressed
,"65-74 years","65-74","South Dakota","46","1999","1999","Male","M",14,24722,Unreliable
,"65-74 years","65-74","South Dakota","46","2000","2000","Female","F",Suppressed,28499,Suppressed
,"65-74 years","65-74","South Dakota","46","2000","2000","Male","M",Suppressed,24630,Suppressed
,"65-74 years","65-74","South Dakota","46","2001","2001","Female","F",Suppressed,28092,Suppressed
,"65-74 years","65-74","South Dakota","46","2001","2001","Male","M",13,24448,Unreliable
,"65-74 years","65-74","South Dakota","46","2002","2002","Female","F",10,27730,Unreliable
,"65-74 years","65-74","South Dakota","46","2002","2002","Male","M",11,24259,Unreliable
,"65-74 years","65-74","South Dakota","46","2003","2003","Female","F",10,27619,Unreliable
,"65-74 years","65-74","South Dakota","46","2003","2003","Male","M",Suppressed,24060,Suppressed
,"65-74 years","65-74","South Dakota","46","2004","2004","Female","F",Suppressed,27637,Suppressed
,"65-74 years","65-74","South Dakota","46","2004","2004","Male","M",11,24065,Unreliable
,"65-74 years","65-74","South Dakota","46","2005","2005","Female","F",Suppressed,27571,Suppressed
,"65-74 years","65-74","South Dakota","46","2005","2005","Male","M",Suppressed,24193,Suppressed
,"65-74 years","65-74","South Dakota","46","2006","2006","Female","F",Suppressed,27748,Suppressed
,"65-74 years","65-74","South Dakota","46","2006","2006","Male","M",Suppressed,24672,Suppressed
,"65-74 years","65-74","South Dakota","46","2007","2007","Female","F",Suppressed,28088,Suppressed
,"65-74 years","65-74","South Dakota","46","2007","2007","Male","M",Suppressed,25351,Suppressed
,"65-74 years","65-74","South Dakota","46","2008","2008","Female","F",0,28788,Unreliable
,"65-74 years","65-74","South Dakota","46","2008","2008","Male","M",Suppressed,26254,Suppressed
,"65-74 years","65-74","South Dakota","46","2009","2009","Female","F",Suppressed,29532,Suppressed
,"65-74 years","65-74","South Dakota","46","2009","2009","Male","M",Suppressed,27114,Suppressed
,"65-74 years","65-74","South Dakota","46","2010","2010","Female","F",Suppressed,29999,Suppressed
,"65-74 years","65-74","South Dakota","46","2010","2010","Male","M",Suppressed,27628,Suppressed
,"65-74 years","65-74","South Dakota","46","2011","2011","Female","F",Suppressed,30634,Suppressed
,"65-74 years","65-74","South Dakota","46","2011","2011","Male","M",Suppressed,28392,Suppressed
,"65-74 years","65-74","South Dakota","46","2012","2012","Female","F",Suppressed,32010,Suppressed
,"65-74 years","65-74","South Dakota","46","2012","2012","Male","M",Suppressed,30124,Suppressed
,"65-74 years","65-74","South Dakota","46","2013","2013","Female","F",Suppressed,33372,Suppressed
,"65-74 years","65-74","South Dakota","46","2013","2013","Male","M",Suppressed,32215,Suppressed
,"65-74 years","65-74","South Dakota","46","2014","2014","Female","F",Suppressed,35023,Suppressed
,"65-74 years","65-74","South Dakota","46","2014","2014","Male","M",Suppressed,34325,Suppressed
,"65-74 years","65-74","South Dakota","46","2015","2015","Female","F",Suppressed,36788,Suppressed
,"65-74 years","65-74","South Dakota","46","2015","2015","Male","M",Suppressed,36343,Suppressed
,"65-74 years","65-74","South Dakota","46","2016","2016","Female","F",Suppressed,38885,Suppressed
,"65-74 years","65-74","South Dakota","46","2016","2016","Male","M",10,38579,Unreliable
,"65-74 years","65-74","South Dakota","46","2017","2017","Female","F",Suppressed,40841,Suppressed
,"65-74 years","65-74","South Dakota","46","2017","2017","Male","M",13,40388,Unreliable
,"65-74 years","65-74","South Dakota","46","2018","2018","Female","F",14,42618,Unreliable
,"65-74 years","65-74","South Dakota","46","2018","2018","Male","M",11,42432,Unreliable
,"65-74 years","65-74","South Dakota","46","2019","2019","Female","F",12,44657,Unreliable
,"65-74 years","65-74","South Dakota","46","2019","2019","Male","M",10,44559,Unreliable
,"65-74 years","65-74","South Dakota","46","2020","2020","Female","F",10,47006,Unreliable
,"65-74 years","65-74","South Dakota","46","2020","2020","Male","M",17,47035,Unreliable
,"65-74 years","65-74","Tennessee","47","1999","1999","Female","F",87,211999,41.0
,"65-74 years","65-74","Tennessee","47","1999","1999","Male","M",75,168714,44.5
,"65-74 years","65-74","Tennessee","47","2000","2000","Female","F",77,212378,36.3
,"65-74 years","65-74","Tennessee","47","2000","2000","Male","M",55,170474,32.3
,"65-74 years","65-74","Tennessee","47","2001","2001","Female","F",63,213353,29.5
,"65-74 years","65-74","Tennessee","47","2001","2001","Male","M",54,173553,31.1
,"65-74 years","65-74","Tennessee","47","2002","2002","Female","F",57,214247,26.6
,"65-74 years","65-74","Tennessee","47","2002","2002","Male","M",53,175462,30.2
,"65-74 years","65-74","Tennessee","47","2003","2003","Female","F",56,216313,25.9
,"65-74 years","65-74","Tennessee","47","2003","2003","Male","M",76,178952,42.5
,"65-74 years","65-74","Tennessee","47","2004","2004","Female","F",77,219379,35.1
,"65-74 years","65-74","Tennessee","47","2004","2004","Male","M",66,182974,36.1
,"65-74 years","65-74","Tennessee","47","2005","2005","Female","F",65,223934,29.0
,"65-74 years","65-74","Tennessee","47","2005","2005","Male","M",70,188029,37.2
,"65-74 years","65-74","Tennessee","47","2006","2006","Female","F",73,231129,31.6
,"65-74 years","65-74","Tennessee","47","2006","2006","Male","M",64,195803,32.7
,"65-74 years","65-74","Tennessee","47","2007","2007","Female","F",68,237440,28.6
,"65-74 years","65-74","Tennessee","47","2007","2007","Male","M",67,202967,33.0
,"65-74 years","65-74","Tennessee","47","2008","2008","Female","F",60,246817,24.3
,"65-74 years","65-74","Tennessee","47","2008","2008","Male","M",63,213063,29.6
,"65-74 years","65-74","Tennessee","47","2009","2009","Female","F",69,254620,27.1
,"65-74 years","65-74","Tennessee","47","2009","2009","Male","M",72,221462,32.5
,"65-74 years","65-74","Tennessee","47","2010","2010","Female","F",64,259823,24.6
,"65-74 years","65-74","Tennessee","47","2010","2010","Male","M",84,227251,37.0
,"65-74 years","65-74","Tennessee","47","2011","2011","Female","F",64,267796,23.9
,"65-74 years","65-74","Tennessee","47","2011","2011","Male","M",60,235205,25.5
,"65-74 years","65-74","Tennessee","47","2012","2012","Female","F",78,284545,27.4
,"65-74 years","65-74","Tennessee","47","2012","2012","Male","M",105,251615,41.7
,"65-74 years","65-74","Tennessee","47","2013","2013","Female","F",95,297830,31.9
,"65-74 years","65-74","Tennessee","47","2013","2013","Male","M",113,264093,42.8
,"65-74 years","65-74","Tennessee","47","2014","2014","Female","F",118,311118,37.9
,"65-74 years","65-74","Tennessee","47","2014","2014","Male","M",136,275180,49.4
,"65-74 years","65-74","Tennessee","47","2015","2015","Female","F",123,322452,38.1
,"65-74 years","65-74","Tennessee","47","2015","2015","Male","M",166,285240,58.2
,"65-74 years","65-74","Tennessee","47","2016","2016","Female","F",136,333917,40.7
,"65-74 years","65-74","Tennessee","47","2016","2016","Male","M",172,294492,58.4
,"65-74 years","65-74","Tennessee","47","2017","2017","Female","F",139,344499,40.3
,"65-74 years","65-74","Tennessee","47","2017","2017","Male","M",195,301650,64.6
,"65-74 years","65-74","Tennessee","47","2018","2018","Female","F",136,353704,38.5
,"65-74 years","65-74","Tennessee","47","2018","2018","Male","M",214,307898,69.5
,"65-74 years","65-74","Tennessee","47","2019","2019","Female","F",162,365024,44.4
,"65-74 years","65-74","Tennessee","47","2019","2019","Male","M",223,316372,70.5
,"65-74 years","65-74","Tennessee","47","2020","2020","Female","F",201,378540,53.1
,"65-74 years","65-74","Tennessee","47","2020","2020","Male","M",232,326330,71.1
,"65-74 years","65-74","Texas","48","1999","1999","Female","F",232,621211,37.3
,"65-74 years","65-74","Texas","48","1999","1999","Male","M",304,512505,59.3
,"65-74 years","65-74","Texas","48","2000","2000","Female","F",252,624126,40.4
,"65-74 years","65-74","Texas","48","2000","2000","Male","M",304,518482,58.6
,"65-74 years","65-74","Texas","48","2001","2001","Female","F",260,628964,41.3
,"65-74 years","65-74","Texas","48","2001","2001","Male","M",312,527065,59.2
,"65-74 years","65-74","Texas","48","2002","2002","Female","F",302,633486,47.7
,"65-74 years","65-74","Texas","48","2002","2002","Male","M",309,533930,57.9
,"65-74 years","65-74","Texas","48","2003","2003","Female","F",257,642387,40.0
,"65-74 years","65-74","Texas","48","2003","2003","Male","M",347,543891,63.8
,"65-74 years","65-74","Texas","48","2004","2004","Female","F",248,652120,38.0
,"65-74 years","65-74","Texas","48","2004","2004","Male","M",324,555185,58.4
,"65-74 years","65-74","Texas","48","2005","2005","Female","F",219,662386,33.1
,"65-74 years","65-74","Texas","48","2005","2005","Male","M",275,567998,48.4
,"65-74 years","65-74","Texas","48","2006","2006","Female","F",269,685443,39.2
,"65-74 years","65-74","Texas","48","2006","2006","Male","M",315,588469,53.5
,"65-74 years","65-74","Texas","48","2007","2007","Female","F",258,705110,36.6
,"65-74 years","65-74","Texas","48","2007","2007","Male","M",330,609348,54.2
,"65-74 years","65-74","Texas","48","2008","2008","Female","F",248,733835,33.8
,"65-74 years","65-74","Texas","48","2008","2008","Male","M",323,638797,50.6
,"65-74 years","65-74","Texas","48","2009","2009","Female","F",263,764335,34.4
,"65-74 years","65-74","Texas","48","2009","2009","Male","M",327,667915,49.0
,"65-74 years","65-74","Texas","48","2010","2010","Female","F",255,785122,32.5
,"65-74 years","65-74","Texas","48","2010","2010","Male","M",313,687134,45.6
,"65-74 years","65-74","Texas","48","2011","2011","Female","F",230,818398,28.1
,"65-74 years","65-74","Texas","48","2011","2011","Male","M",309,720163,42.9
,"65-74 years","65-74","Texas","48","2012","2012","Female","F",282,872738,32.3
,"65-74 years","65-74","Texas","48","2012","2012","Male","M",382,771211,49.5
,"65-74 years","65-74","Texas","48","2013","2013","Female","F",309,922023,33.5
,"65-74 years","65-74","Texas","48","2013","2013","Male","M",386,815700,47.3
,"65-74 years","65-74","Texas","48","2014","2014","Female","F",359,973507,36.9
,"65-74 years","65-74","Texas","48","2014","2014","Male","M",450,859994,52.3
,"65-74 years","65-74","Texas","48","2015","2015","Female","F",383,1022229,37.5
,"65-74 years","65-74","Texas","48","2015","2015","Male","M",520,901067,57.7
,"65-74 years","65-74","Texas","48","2016","2016","Female","F",380,1068617,35.6
,"65-74 years","65-74","Texas","48","2016","2016","Male","M",557,939832,59.3
,"65-74 years","65-74","Texas","48","2017","2017","Female","F",469,1112045,42.2
,"65-74 years","65-74","Texas","48","2017","2017","Male","M",584,977191,59.8
,"65-74 years","65-74","Texas","48","2018","2018","Female","F",454,1154813,39.3
,"65-74 years","65-74","Texas","48","2018","2018","Male","M",579,1011716,57.2
,"65-74 years","65-74","Texas","48","2019","2019","Female","F",504,1198057,42.1
,"65-74 years","65-74","Texas","48","2019","2019","Male","M",675,1046971,64.5
,"65-74 years","65-74","Texas","48","2020","2020","Female","F",530,1250181,42.4
,"65-74 years","65-74","Texas","48","2020","2020","Male","M",722,1089731,66.3
,"65-74 years","65-74","Utah","49","1999","1999","Female","F",25,53503,46.7
,"65-74 years","65-74","Utah","49","1999","1999","Male","M",22,47223,46.6
,"65-74 years","65-74","Utah","49","2000","2000","Female","F",19,53832,Unreliable
,"65-74 years","65-74","Utah","49","2000","2000","Male","M",24,47716,50.3
,"65-74 years","65-74","Utah","49","2001","2001","Female","F",19,54636,Unreliable
,"65-74 years","65-74","Utah","49","2001","2001","Male","M",15,48549,Unreliable
,"65-74 years","65-74","Utah","49","2002","2002","Female","F",30,55426,54.1
,"65-74 years","65-74","Utah","49","2002","2002","Male","M",28,49484,56.6
,"65-74 years","65-74","Utah","49","2003","2003","Female","F",17,56701,Unreliable
,"65-74 years","65-74","Utah","49","2003","2003","Male","M",16,50637,Unreliable
,"65-74 years","65-74","Utah","49","2004","2004","Female","F",19,57960,Unreliable
,"65-74 years","65-74","Utah","49","2004","2004","Male","M",20,51872,38.6
,"65-74 years","65-74","Utah","49","2005","2005","Female","F",28,59925,46.7
,"65-74 years","65-74","Utah","49","2005","2005","Male","M",22,53827,40.9
,"65-74 years","65-74","Utah","49","2006","2006","Female","F",25,62371,40.1
,"65-74 years","65-74","Utah","49","2006","2006","Male","M",32,55945,57.2
,"65-74 years","65-74","Utah","49","2007","2007","Female","F",33,64208,51.4
,"65-74 years","65-74","Utah","49","2007","2007","Male","M",31,58052,53.4
,"65-74 years","65-74","Utah","49","2008","2008","Female","F",21,67297,31.2
,"65-74 years","65-74","Utah","49","2008","2008","Male","M",29,61015,47.5
,"65-74 years","65-74","Utah","49","2009","2009","Female","F",25,70527,35.4
,"65-74 years","65-74","Utah","49","2009","2009","Male","M",22,63720,34.5
,"65-74 years","65-74","Utah","49","2010","2010","Female","F",29,72588,40.0
,"65-74 years","65-74","Utah","49","2010","2010","Male","M",33,65636,50.3
,"65-74 years","65-74","Utah","49","2011","2011","Female","F",27,75696,35.7
,"65-74 years","65-74","Utah","49","2011","2011","Male","M",20,68622,29.1
,"65-74 years","65-74","Utah","49","2012","2012","Female","F",22,80734,27.2
,"65-74 years","65-74","Utah","49","2012","2012","Male","M",29,73526,39.4
