disease_category,age_group,state,gender,changepoint_year,slope1,slope2,change_in_slope,slope2_p_value,significance_label,mean_rate_last_5y,n_years_used,first_year
ischemic,65-74 years,Rhode Island,Male,2011,-0.1100196,-0.0059051,0.1041146,0.2554618,no_significant_change,0.910801996,27,1999
ischemic,65-74 years,District of Columbia,Male,2015,-0.0715082,-0.0058937,0.0656145,0.7475467,no_significant_change,1.411359628,27,1999
ischemic,55-64 years,Maryland,Total,2012,-0.0158150,-0.0057109,0.0101042,0.0000006,significant_decrease,0.259578433,27,1999
ischemic,65-74 years,Virginia,Total,2009,-0.0667492,-0.0056817,0.0610675,0.0000975,significant_decrease,0.59247238,27,1999
ischemic,65-74 years,Maine,Female,2008,-0.0556841,-0.0056703,0.0500138,0.0030197,significant_decrease,0.287077567,27,1999
ischemic,65-74 years,Colorado,Male,2010,-0.0639597,-0.0055139,0.0584458,0.0005232,significant_decrease,0.651889814,27,1999
ischemic,55-64 years,Georgia,Male,2008,-0.0401918,-0.0054648,0.0347270,0.0000017,significant_decrease,0.396106416,27,1999
ischemic,65-74 years,Utah,Total,2005,-0.0670796,-0.0054299,0.0616498,0.0000037,significant_decrease,0.408629685,27,1999
ischemic,55-64 years,Arizona,Total,2008,-0.0170796,-0.0053649,0.0117147,0.0000000,significant_decrease,0.281368973,27,1999
ischemic,65-74 years,New Hampshire,Male,2009,-0.1101433,-0.0053379,0.1048054,0.0926962,no_significant_change,0.766636031,27,1999
ischemic,55-64 years,Massachusetts,Total,2008,-0.0181831,-0.0052633,0.0129198,0.0000000,significant_decrease,0.18011153,27,1999
ischemic,55-64 years,Texas,Total,2007,-0.0240565,-0.0052452,0.0188113,0.0000000,significant_decrease,0.318754161,27,1999
ischemic,55-64 years,New Jersey,Total,2007,-0.0226376,-0.0052046,0.0174331,0.0000000,significant_decrease,0.215848236,27,1999
ischemic,55-64 years,Minnesota,Male,2006,-0.0261614,-0.0051997,0.0209617,0.0000000,significant_decrease,0.253524827,27,1999
ischemic,55-64 years,Indiana,Male,2007,-0.0353607,-0.0051480,0.0302127,0.0000063,significant_decrease,0.505317558,27,1999
ischemic,65-74 years,Arkansas,Male,2007,-0.0853627,-0.0050982,0.0802645,0.1653764,no_significant_change,1.38751621,27,1999
ischemic,65-74 years,Rhode Island,Female,2015,-0.0363775,-0.0050374,0.0313401,0.1618175,no_significant_change,0.35312186,27,1999
ischemic,55-64 years,Oregon,Male,2008,-0.0310870,-0.0050217,0.0260654,0.0001750,significant_decrease,0.311724567,27,1999
ischemic,55-64 years,Michigan,Total,2007,-0.0232286,-0.0049538,0.0182749,0.0000011,significant_decrease,0.37967137,27,1999
ischemic,65-74 years,Colorado,Female,2009,-0.0372680,-0.0047722,0.0324957,0.0001947,significant_decrease,0.248459232,27,1999
ischemic,65-74 years,Connecticut,Female,2008,-0.0493721,-0.0047713,0.0446008,0.0000140,significant_decrease,0.269364744,27,1999
ischemic,65-74 years,Nebraska,Female,2008,-0.0356819,-0.0047393,0.0309426,0.0020679,significant_decrease,0.254670187,27,1999
ischemic,55-64 years,California,Male,2010,-0.0229781,-0.0046020,0.0183761,0.0000564,significant_decrease,0.398277198,27,1999
ischemic,65-74 years,Washington,Total,2010,-0.0597711,-0.0045397,0.0552314,0.0161052,significant_decrease,0.569575756,27,1999
ischemic,65-74 years,Colorado,Total,2010,-0.0477354,-0.0044984,0.0432370,0.0000988,significant_decrease,0.442044438,27,1999
ischemic,65-74 years,Virginia,Female,2009,-0.0492835,-0.0044596,0.0448238,0.0000534,significant_decrease,0.365574802,27,1999
ischemic,55-64 years,Nevada,Total,2004,-0.0396068,-0.0044554,0.0351514,0.0000474,significant_decrease,0.341052528,27,1999
ischemic,55-64 years,Colorado,Male,2007,-0.0240123,-0.0043875,0.0196248,0.0001716,significant_decrease,0.305189684,27,1999
ischemic,55-64 years,Wisconsin,Male,2006,-0.0300592,-0.0042898,0.0257694,0.0000710,significant_decrease,0.428658477,27,1999
ischemic,55-64 years,District of Columbia,Female,2009,-0.0112603,-0.0042807,0.0069796,0.0720221,no_significant_change,0.271488047,27,1999
ischemic,65-74 years,Florida,Total,2009,-0.0645850,-0.0042387,0.0603463,0.0000946,significant_decrease,0.603991623,27,1999
ischemic,55-64 years,South Carolina,Total,2007,-0.0289959,-0.0042312,0.0247647,0.0000093,significant_decrease,0.364560668,27,1999
ischemic,65-74 years,Arizona,Female,2011,-0.0362399,-0.0041915,0.0320484,0.0011926,significant_decrease,0.331722434,27,1999
ischemic,55-64 years,Louisiana,Total,2011,-0.0168009,-0.0041528,0.0126482,0.0018326,significant_decrease,0.438162078,27,1999
ischemic,55-64 years,Idaho,Total,2007,-0.0183864,-0.0041441,0.0142422,0.0004721,significant_decrease,0.236197278,27,1999
ischemic,65-74 years,Connecticut,Total,2008,-0.0773335,-0.0040096,0.0733239,0.0071860,significant_decrease,0.472011751,27,1999
ischemic,55-64 years,South Dakota,Total,2004,-0.0176876,-0.0039428,0.0137447,0.0026000,significant_decrease,0.328381496,27,1999
heart_failure,75-84 years,Alaska,Female,2010,-0.0145531,-0.0039347,0.0106183,0.1742584,no_significant_change,0.303270082,18,1999
ischemic,65-74 years,Arkansas,Female,2011,-0.0293124,-0.0038511,0.0254613,0.2095665,no_significant_change,0.591916085,27,1999
ischemic,65-74 years,Connecticut,Male,2008,-0.1127156,-0.0038172,0.1088983,0.1627758,no_significant_change,0.698312609,27,1999
ischemic,55-64 years,Alabama,Female,2006,-0.0166933,-0.0037780,0.0129153,0.0000000,significant_decrease,0.167460347,27,1999
ischemic,55-64 years,Georgia,Total,2007,-0.0325987,-0.0037386,0.0288601,0.0000004,significant_decrease,0.270479674,27,1999
ischemic,65-74 years,Florida,Female,2009,-0.0461490,-0.0036857,0.0424633,0.0000020,significant_decrease,0.361362797,27,1999
ischemic,55-64 years,North Dakota,Male,2007,-0.0456940,-0.0036689,0.0420251,0.0395942,significant_decrease,0.432700998,27,1999
ischemic,55-64 years,Florida,Total,2007,-0.0239560,-0.0035759,0.0203801,0.0000000,significant_decrease,0.291754287,27,1999
ischemic,75-84 years,Kansas,Total,2010,-0.1317853,-0.0035412,0.1282441,0.4766474,no_significant_change,1.600714076,27,1999
ischemic,65-74 years,Washington,Male,2010,-0.0843364,-0.0034814,0.0808550,0.2451979,no_significant_change,0.846257242,27,1999
ischemic,65-74 years,Idaho,Female,2011,-0.0334067,-0.0034709,0.0299357,0.1805245,no_significant_change,0.30454828,27,1999
ischemic,55-64 years,Ohio,Male,2009,-0.0334121,-0.0033826,0.0300295,0.0320995,significant_decrease,0.510898467,27,1999
ischemic,55-64 years,Nebraska,Male,2006,-0.0254385,-0.0033455,0.0220930,0.0425410,significant_decrease,0.303995835,27,1999
ischemic,65-74 years,Mississippi,Female,2008,-0.0732671,-0.0033346,0.0699324,0.1011880,no_significant_change,0.592362515,27,1999
ischemic,55-64 years,Wyoming,Male,2006,-0.0339359,-0.0032853,0.0306506,0.1815473,no_significant_change,0.443504493,27,1999
ischemic,65-74 years,Oregon,Total,2012,-0.0484170,-0.0032395,0.0451775,0.0862212,no_significant_change,0.447532941,27,1999
ischemic,65-74 years,Oregon,Female,2012,-0.0328167,-0.0032348,0.0295819,0.0805615,no_significant_change,0.231928037,27,1999
ischemic,55-64 years,Kentucky,Male,2006,-0.0418024,-0.0032072,0.0385952,0.0441798,significant_decrease,0.634024217,27,1999
ischemic,55-64 years,Michigan,Female,2008,-0.0148191,-0.0031917,0.0116274,0.0000005,significant_decrease,0.207529784,27,1999
ischemic,65-74 years,Utah,Female,2005,-0.0502740,-0.0031699,0.0471041,0.0039619,significant_decrease,0.228434406,27,1999
ischemic,55-64 years,Missouri,Male,2005,-0.0350397,-0.0031176,0.0319220,0.0157682,significant_decrease,0.634714956,27,1999
ischemic,55-64 years,Illinois,Female,2009,-0.0146520,-0.0030966,0.0115554,0.0000008,significant_decrease,0.140531986,27,1999
heart_failure,65-74 years,Louisiana,Male,2021,0.0066510,-0.0030627,-0.0097137,0.6603901,no_significant_change,0.334276465,27,1999
ischemic,55-64 years,Minnesota,Total,2006,-0.0178158,-0.0030473,0.0147686,0.0000000,significant_decrease,0.16380459,27,1999
ischemic,55-64 years,New York,Male,2010,-0.0316669,-0.0030344,0.0286325,0.0094204,significant_decrease,0.458882457,27,1999
ischemic,75-84 years,Kansas,Female,2011,-0.0989333,-0.0030064,0.0959269,0.5076632,no_significant_change,1.090763467,27,1999
heart_failure,75-84 years,Montana,Female,2011,-0.0174842,-0.0029710,0.0145132,0.3968146,no_significant_change,0.355597949,27,1999
ischemic,55-64 years,Texas,Female,2008,-0.0135196,-0.0029708,0.0105488,0.0000016,significant_decrease,0.172165014,27,1999
ischemic,55-64 years,Indiana,Total,2007,-0.0261568,-0.0028762,0.0232806,0.0000194,significant_decrease,0.347588817,27,1999
ischemic,55-64 years,North Carolina,Total,2008,-0.0244226,-0.0028613,0.0215612,0.0005785,significant_decrease,0.344764498,27,1999
ischemic,75-84 years,Kansas,Male,2010,-0.1781751,-0.0028230,0.1753522,0.6759427,no_significant_change,2.229362367,27,1999
ischemic,55-64 years,California,Total,2010,-0.0170221,-0.0028065,0.0142157,0.0001623,significant_decrease,0.260862185,27,1999
ischemic,85+ years,Utah,Total,2009,-0.2453055,-0.0027382,0.2425674,0.8291667,no_significant_change,4.556716792,27,1999
ischemic,55-64 years,New Jersey,Female,2009,-0.0110277,-0.0027338,0.0082939,0.0000027,significant_decrease,0.109397401,27,1999
ischemic,55-64 years,Colorado,Total,2007,-0.0160657,-0.0026923,0.0133734,0.0001422,significant_decrease,0.199408544,27,1999
ischemic,65-74 years,Missouri,Female,2011,-0.0428545,-0.0025898,0.0402647,0.1500718,no_significant_change,0.504676144,27,1999
ischemic,55-64 years,Tennessee,Male,2007,-0.0351353,-0.0024456,0.0326897,0.1082759,no_significant_change,0.732916418,27,1999
ischemic,55-64 years,North Dakota,Total,2007,-0.0311125,-0.0024116,0.0287009,0.0193531,significant_decrease,0.281832199,27,1999
ischemic,55-64 years,Wisconsin,Total,2006,-0.0212905,-0.0023774,0.0189130,0.0004964,significant_decrease,0.285540897,27,1999
ischemic,55-64 years,Iowa,Male,2007,-0.0232986,-0.0023747,0.0209239,0.1382768,no_significant_change,0.526728968,27,1999
heart_failure,75-84 years,Wyoming,Female,2005,-0.0193273,-0.0023621,0.0169652,0.2813608,no_significant_change,0.373924199,27,1999
ischemic,55-64 years,Arizona,Female,2008,-0.0115710,-0.0022649,0.0093061,0.0001486,significant_decrease,0.139942732,27,1999
ischemic,55-64 years,Maryland,Female,2014,-0.0092224,-0.0022586,0.0069638,0.0251509,significant_decrease,0.152311349,27,1999
ischemic,65-74 years,Nevada,Female,2008,-0.0395119,-0.0022199,0.0372920,0.2884650,no_significant_change,0.434663901,27,1999
heart_failure,75-84 years,Hawaii,Male,2017,0.0033995,-0.0022059,-0.0056054,0.6423498,no_significant_change,0.284519215,27,1999
ischemic,65-74 years,Oregon,Male,2012,-0.0677124,-0.0022012,0.0655111,0.4539538,no_significant_change,0.687424009,27,1999
ischemic,55-64 years,Massachusetts,Female,2010,-0.0098114,-0.0021708,0.0076406,0.0000247,significant_decrease,0.084291803,27,1999
heart_failure,65-74 years,Hawaii,Female,2004,0.0039105,-0.0021530,-0.0060636,0.0039913,significant_decrease,0.046226322,12,2000
ischemic,65-74 years,West Virginia,Female,2009,-0.0563649,-0.0021484,0.0542165,0.3668978,no_significant_change,0.594702166,27,1999
ischemic,55-64 years,California,Female,2009,-0.0123521,-0.0019930,0.0103591,0.0000136,significant_decrease,0.12567899,27,1999
ischemic,55-64 years,Rhode Island,Total,2012,-0.0205533,-0.0019360,0.0186173,0.3383191,no_significant_change,0.27887165,27,1999
heart_failure,55-64 years,Colorado,Male,2021,0.0013627,-0.0019021,-0.0032648,0.0349184,significant_decrease,0.036453333,25,2001
ischemic,55-64 years,Florida,Female,2007,-0.0126913,-0.0017431,0.0109481,0.0000350,significant_decrease,0.149687833,27,1999
ischemic,55-64 years,Ohio,Total,2009,-0.0238924,-0.0017226,0.0221698,0.0821844,no_significant_change,0.35290373,27,1999
ischemic,55-64 years,Oregon,Total,2010,-0.0181145,-0.0016721,0.0164424,0.0350136,significant_decrease,0.206343688,27,1999
ischemic,55-64 years,Minnesota,Female,2003,-0.0179446,-0.0015363,0.0164083,0.0000089,significant_decrease,0.073416994,27,1999
ischemic,55-64 years,Pennsylvania,Male,2010,-0.0298217,-0.0014520,0.0283698,0.1700809,no_significant_change,0.460486907,27,1999
ischemic,55-64 years,Georgia,Female,2007,-0.0212426,-0.0014351,0.0198075,0.0057222,significant_decrease,0.153060707,27,1999
ischemic,55-64 years,Idaho,Female,2007,-0.0087182,-0.0014104,0.0073077,0.0769745,no_significant_change,0.118360013,27,1999
ischemic,55-64 years,Nevada,Female,2007,-0.0124427,-0.0013404,0.0111022,0.2048491,no_significant_change,0.176275258,27,1999
heart_failure,65-74 years,Delaware,Female,2003,0.0033754,-0.0013311,-0.0047066,0.0368135,significant_decrease,0.075024556,15,1999
ischemic,65-74 years,Washington,Female,2012,-0.0354777,-0.0013294,0.0341483,0.3522941,no_significant_change,0.317802224,27,1999
ischemic,55-64 years,Nebraska,Total,2007,-0.0181615,-0.0012929,0.0168685,0.2055162,no_significant_change,0.210315894,27,1999
ischemic,65-74 years,Minnesota,Female,2010,-0.0286576,-0.0012064,0.0274513,0.2812062,no_significant_change,0.191600715,27,1999
heart_failure,65-74 years,Montana,Total,2007,-0.0060056,-0.0011696,0.0048360,0.0614443,no_significant_change,0.086071831,20,1999
ischemic,55-64 years,South Carolina,Female,2007,-0.0193027,-0.0011521,0.0181506,0.1110945,no_significant_change,0.199075323,27,1999
ischemic,55-64 years,Virginia,Total,2009,-0.0189027,-0.0011203,0.0177824,0.1391127,no_significant_change,0.290516631,27,1999
ischemic,55-64 years,New York,Total,2011,-0.0217017,-0.0011104,0.0205913,0.1644909,no_significant_change,0.307091992,27,1999
ischemic,55-64 years,Louisiana,Female,2013,-0.0101385,-0.0010835,0.0090550,0.4049886,no_significant_change,0.26513474,27,1999
ischemic,55-64 years,Connecticut,Male,2007,-0.0381209,-0.0010366,0.0370843,0.3380918,no_significant_change,0.357242492,27,1999
ischemic,55-64 years,Wisconsin,Female,2004,-0.0192560,-0.0010347,0.0182213,0.0411384,significant_decrease,0.142803874,27,1999
ischemic,55-64 years,Indiana,Female,2007,-0.0176656,-0.0009901,0.0166756,0.0732626,no_significant_change,0.194164616,27,1999
ischemic,55-64 years,New York,Female,2011,-0.0152677,-0.0009202,0.0143476,0.0838556,no_significant_change,0.163672616,27,1999
ischemic,55-64 years,Iowa,Total,2007,-0.0161764,-0.0009059,0.0152704,0.3156190,no_significant_change,0.363533508,27,1999
ischemic,55-64 years,Washington,Male,2009,-0.0260260,-0.0008402,0.0251858,0.5608679,no_significant_change,0.407448838,27,1999
ischemic,55-64 years,Missouri,Total,2007,-0.0200110,-0.0007877,0.0192233,0.4371911,no_significant_change,0.442644031,27,1999
ischemic,55-64 years,Kentucky,Total,2007,-0.0259070,-0.0007555,0.0251515,0.4526400,no_significant_change,0.455453434,27,1999
ischemic,55-64 years,South Dakota,Female,2003,-0.0155416,-0.0006521,0.0148896,0.5158215,no_significant_change,0.176043289,27,1999
ischemic,55-64 years,Tennessee,Total,2008,-0.0215890,-0.0006419,0.0209471,0.5446901,no_significant_change,0.51219531,27,1999
heart_failure,75-84 years,Massachusetts,Female,2011,-0.0100140,-0.0006025,0.0094115,0.6509427,no_significant_change,0.349521169,27,1999
ischemic,55-64 years,Virginia,Male,2011,-0.0241316,-0.0005993,0.0235323,0.6376358,no_significant_change,0.427132326,27,1999
ischemic,55-64 years,Virginia,Female,2007,-0.0128038,-0.0005495,0.0122542,0.2340319,no_significant_change,0.160249162,27,1999
ischemic,55-64 years,Pennsylvania,Total,2010,-0.0209654,-0.0005244,0.0204410,0.4432141,no_significant_change,0.310559025,27,1999
ischemic,55-64 years,Kansas,Male,2007,-0.0254357,-0.0004652,0.0249705,0.7334969,no_significant_change,0.47966713,27,1999
ischemic,55-64 years,North Carolina,Female,2008,-0.0155170,-0.0004402,0.0150769,0.2684249,no_significant_change,0.19096014,27,1999
ischemic,55-64 years,Hawaii,Male,2003,-0.0632182,-0.0004129,0.0628053,0.7514004,no_significant_change,0.450693274,27,1999
ischemic,55-64 years,Connecticut,Total,2007,-0.0270305,-0.0004020,0.0266285,0.5699226,no_significant_change,0.234044119,27,1999
ischemic,55-64 years,Ohio,Female,2009,-0.0156988,-0.0003693,0.0153295,0.5837783,no_significant_change,0.200568177,27,1999
ischemic,55-64 years,North Dakota,Female,2008,-0.0168006,-0.0003592,0.0164414,0.7966076,no_significant_change,0.124429511,27,1999
heart_failure,65-74 years,Montana,Female,2005,-0.0067422,-0.0003564,0.0063857,0.4971918,no_significant_change,0.083670729,20,1999
ischemic,65-74 years,Hawaii,Female,2010,-0.0279095,-0.0003142,0.0275953,0.8483442,no_significant_change,0.303384677,27,1999
ischemic,55-64 years,Utah,Total,2010,-0.0097224,-0.0002483,0.0094740,0.7828829,no_significant_change,0.199226727,27,1999
ischemic,55-64 years,Colorado,Female,2010,-0.0066473,-0.0002423,0.0064051,0.6162544,no_significant_change,0.095354246,27,1999
ischemic,65-74 years,Maine,Total,2011,-0.0594654,-0.0001817,0.0592838,0.9319859,no_significant_change,0.530833814,27,1999
ischemic,55-64 years,Rhode Island,Female,2010,-0.0158288,-0.0001764,0.0156523,0.8954320,no_significant_change,0.154842309,27,1999
ischemic,55-64 years,Missouri,Female,2007,-0.0137965,-0.0001145,0.0136820,0.8975078,no_significant_change,0.258227713,27,1999
ischemic,55-64 years,Iowa,Female,2004,-0.0187439,-0.0000836,0.0186603,0.8847090,no_significant_change,0.200665463,27,1999
heart_failure,55-64 years,Vermont,Female,2006,0.0000000,0.0000000,0.0000000,1.0000000,no_significant_change,0,11,2002
ischemic,55-64 years,New Hampshire,Male,2008,-0.0360300,0.0001094,0.0361394,0.9438600,no_significant_change,0.3959572,27,1999
ischemic,55-64 years,Tennessee,Female,2008,-0.0120632,0.0001274,0.0121906,0.8781612,no_significant_change,0.304332356,27,1999
heart_failure,65-74 years,South Dakota,Male,2011,-0.0066658,0.0001570,0.0068228,0.9136797,no_significant_change,0.073234287,14,1999
ischemic,55-64 years,Oregon,Female,2011,-0.0087592,0.0001691,0.0089283,0.7903803,no_significant_change,0.104440113,27,1999
heart_failure,75-84 years,Wyoming,Total,2011,-0.0084918,0.0001934,0.0086852,0.9399633,no_significant_change,0.423949447,27,1999
ischemic,55-64 years,Pennsylvania,Female,2010,-0.0133944,0.0002120,0.0136064,0.6889984,no_significant_change,0.165924965,27,1999
ischemic,65-74 years,Nevada,Total,2008,-0.0645911,0.0002221,0.0648132,0.9292221,no_significant_change,0.765330505,27,1999
heart_failure,55-64 years,Utah,Total,2019,0.0008485,0.0002747,-0.0005737,0.6563488,no_significant_change,0.032244715,12,2012
heart_failure,65-74 years,Montana,Male,2010,-0.0070415,0.0002865,0.0073280,0.8140224,no_significant_change,0.102524853,27,1999
ischemic,55-64 years,Kansas,Female,2003,-0.0359250,0.0003326,0.0362576,0.6451956,no_significant_change,0.181324793,27,1999
ischemic,55-64 years,Wyoming,Total,2010,-0.0138870,0.0003398,0.0142268,0.8188002,no_significant_change,0.306324538,26,1999
heart_failure,55-64 years,New York,Female,2009,-0.0004667,0.0003508,0.0008175,0.0017939,significant_increase,0.018311248,27,1999
heart_failure,75-84 years,Massachusetts,Total,2009,-0.0131136,0.0003892,0.0135028,0.6870105,no_significant_change,0.406549103,27,1999
heart_failure,55-64 years,Massachusetts,Female,2008,-0.0003751,0.0003994,0.0007745,0.0142994,significant_increase,0.019437767,27,1999
heart_failure,55-64 years,Maryland,Female,2004,-0.0024746,0.0004121,0.0028866,0.0041725,significant_increase,0.019924733,27,1999
heart_failure,55-64 years,Minnesota,Female,2010,-0.0004194,0.0004705,0.0008899,0.0076113,significant_increase,0.015094169,17,2000
heart_failure,55-64 years,Colorado,Female,2007,-0.0013566,0.0005046,0.0018611,0.0012417,significant_increase,0.018211143,26,2000
ischemic,55-64 years,Connecticut,Female,2008,-0.0151582,0.0005119,0.0156701,0.3227102,no_significant_change,0.117302609,27,1999
ischemic,55-64 years,New Hampshire,Total,2008,-0.0265661,0.0005200,0.0270861,0.6014210,no_significant_change,0.258735223,27,1999
ischemic,55-64 years,Utah,Female,2008,-0.0074000,0.0005527,0.0079527,0.4424704,no_significant_change,0.097058299,27,1999
heart_failure,55-64 years,New Jersey,Female,2011,-0.0002891,0.0005628,0.0008519,0.0013733,significant_increase,0.018382612,27,1999
ischemic,55-64 years,Hawaii,Total,2005,-0.0320725,0.0005860,0.0326585,0.5256139,no_significant_change,0.291692548,27,1999
ischemic,55-64 years,Washington,Female,2010,-0.0093245,0.0006374,0.0099619,0.3169918,no_significant_change,0.130938458,27,1999
ischemic,55-64 years,Nebraska,Female,2008,-0.0130389,0.0006639,0.0137028,0.4048438,no_significant_change,0.116039479,27,1999
heart_failure,55-64 years,Massachusetts,Total,2007,-0.0007250,0.0006774,0.0014024,0.0000122,significant_increase,0.026870937,27,1999
ischemic,55-64 years,Kansas,Total,2007,-0.0203291,0.0006960,0.0210251,0.4673484,no_significant_change,0.32887569,27,1999
ischemic,55-64 years,Delaware,Female,2011,-0.0138023,0.0007129,0.0145152,0.6367109,no_significant_change,0.174056882,27,1999
heart_failure,75-84 years,Wyoming,Male,2010,-0.0082180,0.0007180,0.0089359,0.8836361,no_significant_change,0.477011853,27,1999
heart_failure,55-64 years,New York,Total,2009,-0.0006090,0.0007342,0.0013432,0.0000000,significant_increase,0.027567757,27,1999
ischemic,55-64 years,Kentucky,Female,2007,-0.0162867,0.0007773,0.0170640,0.4193704,no_significant_change,0.284881265,27,1999
heart_failure,55-64 years,Utah,Male,2011,-0.0019701,0.0007869,0.0027570,0.0810984,no_significant_change,0.039477156,19,2004
heart_failure,75-84 years,New York,Female,2009,-0.0073213,0.0008049,0.0081262,0.2104571,no_significant_change,0.26565643,27,1999
heart_failure,65-74 years,Massachusetts,Female,2010,-0.0029148,0.0008153,0.0037300,0.0333554,significant_increase,0.068968978,27,1999
heart_failure,55-64 years,Colorado,Total,2007,-0.0002160,0.0008376,0.0010536,0.0000002,significant_increase,0.027254134,25,2001
heart_failure,55-64 years,Minnesota,Total,2012,-0.0004261,0.0008585,0.0012847,0.0006201,significant_increase,0.021392925,17,2000
heart_failure,55-64 years,Massachusetts,Male,2005,-0.0017298,0.0009034,0.0026332,0.0000168,significant_increase,0.034684322,27,1999
ischemic,55-64 years,Utah,Male,2014,-0.0111042,0.0009134,0.0120176,0.7188478,no_significant_change,0.301318972,27,1999
heart_failure,55-64 years,Idaho,Male,2010,-0.0019463,0.0009474,0.0028937,0.1651036,no_significant_change,0.040418302,12,2004
ischemic,55-64 years,New Hampshire,Female,2008,-0.0170729,0.0009497,0.0180226,0.3746647,no_significant_change,0.124208447,27,1999
heart_failure,55-64 years,California,Female,2012,-0.0001756,0.0010026,0.0011782,0.0000000,significant_increase,0.026992046,27,1999
ischemic,65-74 years,Maine,Male,2011,-0.0801317,0.0010093,0.0811410,0.7772242,no_significant_change,0.796846354,27,1999
ischemic,65-74 years,Hawaii,Total,2010,-0.0375804,0.0010155,0.0385958,0.6578463,no_significant_change,0.569664899,27,1999
heart_failure,55-64 years,Florida,Female,2008,-0.0003337,0.0010168,0.0013504,0.0000000,significant_increase,0.026147602,27,1999
heart_failure,75-84 years,Hawaii,Female,2004,-0.0150181,0.0010235,0.0160416,0.4250889,no_significant_change,0.16495647,27,1999
heart_failure,65-74 years,Idaho,Female,2005,-0.0039879,0.0010557,0.0050435,0.0513274,no_significant_change,0.084992695,24,1999
heart_failure,55-64 years,Washington,Female,2013,-0.0001395,0.0011053,0.0012448,0.0000251,significant_increase,0.020679589,24,1999
heart_failure,65-74 years,New York,Female,2010,-0.0031765,0.0011101,0.0042866,0.0000042,significant_increase,0.060694437,27,1999
heart_failure,55-64 years,New York,Male,2009,-0.0007807,0.0011264,0.0019070,0.0000000,significant_increase,0.037367532,27,1999
heart_failure,55-64 years,Maryland,Total,2010,-0.0008687,0.0011362,0.0020049,0.0000003,significant_increase,0.028563279,27,1999
heart_failure,55-64 years,Pennsylvania,Female,2012,-0.0006456,0.0011375,0.0017831,0.0000002,significant_increase,0.029055989,27,1999
heart_failure,55-64 years,Connecticut,Total,2011,-0.0009359,0.0011430,0.0020789,0.0000001,significant_increase,0.028079921,15,2000
heart_failure,55-64 years,New Jersey,Total,2012,-0.0002455,0.0011459,0.0013914,0.0000000,significant_increase,0.028797178,27,1999
ischemic,85+ years,Mississippi,Male,2012,-0.4144759,0.0011780,0.4156539,0.9694212,no_significant_change,6.134808257,27,1999
ischemic,55-64 years,Alaska,Female,2007,-0.0121789,0.0012694,0.0134483,0.2797327,no_significant_change,0.137582388,27,1999
heart_failure,55-64 years,Oregon,Female,2011,-0.0005375,0.0012731,0.0018107,0.0000326,significant_increase,0.028359649,24,1999
heart_failure,55-64 years,Texas,Female,2011,-0.0007743,0.0013136,0.0020878,0.0000000,significant_increase,0.042465239,27,1999
heart_failure,65-74 years,Massachusetts,Total,2010,-0.0034229,0.0013185,0.0047414,0.0002640,significant_increase,0.090258853,27,1999
ischemic,55-64 years,Washington,Total,2011,-0.0156986,0.0013231,0.0170217,0.2148689,no_significant_change,0.268508906,27,1999
heart_failure,65-74 years,Maine,Total,2004,-0.0084385,0.0013748,0.0098133,0.0031733,significant_increase,0.08708422,23,1999
heart_failure,55-64 years,Michigan,Female,2012,-0.0001149,0.0013793,0.0014941,0.0000000,significant_increase,0.036598842,27,1999
ischemic,55-64 years,Hawaii,Female,2007,-0.0189938,0.0013837,0.0203775,0.1355963,no_significant_change,0.135402607,27,1999
heart_failure,55-64 years,Minnesota,Male,2013,-0.0004682,0.0013876,0.0018558,0.0000503,significant_increase,0.027646653,27,1999
heart_failure,55-64 years,Virginia,Female,2010,-0.0007016,0.0014374,0.0021390,0.0000000,significant_increase,0.039491676,27,1999
heart_failure,65-74 years,New Jersey,Female,2010,-0.0034537,0.0014428,0.0048965,0.0000096,significant_increase,0.063192408,27,1999
ischemic,65-74 years,Kansas,Total,2009,-0.0586198,0.0014494,0.0600692,0.5170606,no_significant_change,0.672334813,27,1999
heart_failure,55-64 years,Nebraska,Female,2015,-0.0007912,0.0014580,0.0022492,0.0758061,no_significant_change,0.03520521,12,2006
heart_failure,65-74 years,Delaware,Total,2012,-0.0026060,0.0014603,0.0040663,0.4436714,no_significant_change,0.106541998,14,1999
heart_failure,75-84 years,New York,Total,2008,-0.0080186,0.0014782,0.0094968,0.0080057,significant_increase,0.306131832,27,1999
heart_failure,55-64 years,Connecticut,Male,2010,-0.0009327,0.0015335,0.0024663,0.0000080,significant_increase,0.03513398,23,2000
heart_failure,55-64 years,Washington,Total,2011,-0.0002525,0.0015758,0.0018282,0.0000000,significant_increase,0.03020322,23,1999
heart_failure,55-64 years,Illinois,Female,2014,-0.0000041,0.0015820,0.0015861,0.0000003,significant_increase,0.041347862,27,1999
heart_failure,65-74 years,New York,Total,2010,-0.0030481,0.0015982,0.0046463,0.0000000,significant_increase,0.07821245,27,1999
heart_failure,55-64 years,Maryland,Male,2010,-0.0009190,0.0016146,0.0025337,0.0000009,significant_increase,0.037895268,27,1999
heart_failure,55-64 years,Wisconsin,Female,2014,-0.0003686,0.0016460,0.0020146,0.0000026,significant_increase,0.026640255,27,1999
heart_failure,55-64 years,Ohio,Female,2008,-0.0016686,0.0016498,0.0033184,0.0000000,significant_increase,0.039575351,27,1999
heart_failure,55-64 years,Pennsylvania,Total,2012,-0.0004182,0.0016613,0.0020795,0.0000000,significant_increase,0.04177074,27,1999
