disease_category,age_group,state,gender,changepoint_year,slope1,slope2,change_in_slope,slope2_p_value,significance_label,mean_rate_last_5y,n_years_used,first_year
heart_failure,85+ years,Wyoming,Female,2017,-0.0832920,0.0671743,0.1504663,0.0574097,no_significant_change,2.354188611,27,1999
heart_failure,85+ years,Mississippi,Total,2019,-0.0435247,0.0684232,0.1119479,0.0611797,no_significant_change,4.518941257,27,1999
heart_failure,85+ years,South Dakota,Female,2008,-0.1942303,0.0701690,0.2643993,0.0000000,significant_increase,2.165013606,27,1999
heart_failure,85+ years,Vermont,Male,2013,-0.0543089,0.0717823,0.1260912,0.0054995,significant_increase,1.863782269,27,1999
heart_failure,85+ years,Georgia,Female,2010,-0.0423513,0.0720876,0.1144389,0.0000000,significant_increase,3.597325634,27,1999
heart_failure,85+ years,Nevada,Female,2011,-0.1764773,0.0723977,0.2488750,0.0001706,significant_increase,2.209267805,27,1999
heart_failure,85+ years,Oregon,Male,2011,-0.0319870,0.0736853,0.1056723,0.0000000,significant_increase,3.002162057,27,1999
heart_failure,85+ years,Colorado,Female,2013,-0.0334934,0.0740575,0.1075509,0.0000002,significant_increase,2.65975104,27,1999
heart_failure,85+ years,New Hampshire,Total,2013,0.0506482,0.0747745,0.0241263,0.0000061,significant_increase,2.896116881,27,1999
heart_failure,85+ years,Mississippi,Female,2019,-0.0555108,0.0757380,0.1312489,0.0865424,no_significant_change,4.476601771,27,1999
heart_failure,85+ years,Georgia,Total,2010,-0.0378622,0.0773629,0.1152251,0.0000000,significant_increase,3.674484716,27,1999
heart_failure,85+ years,Alaska,Female,2016,-0.0325910,0.0780523,0.1106432,0.0240325,significant_increase,2.231338016,27,1999
heart_failure,85+ years,Arkansas,Male,2004,-0.3736590,0.0783173,0.4519763,0.0000000,significant_increase,3.773359259,27,1999
ischemic,85+ years,Oklahoma,Male,2018,-0.4210051,0.0809012,0.5019063,0.2561049,no_significant_change,7.755365956,27,1999
heart_failure,85+ years,Washington,Male,2011,0.0019305,0.0811877,0.0792572,0.0000000,significant_increase,2.321340824,27,1999
heart_failure,85+ years,Oregon,Total,2011,-0.0604844,0.0812813,0.1417657,0.0000000,significant_increase,3.026346825,27,1999
heart_failure,85+ years,Vermont,Female,2009,-0.0803715,0.0823767,0.1627482,0.0000001,significant_increase,2.514391911,27,1999
heart_failure,85+ years,Arizona,Male,2013,-0.0062500,0.0841198,0.0903697,0.0000000,significant_increase,2.189951138,27,1999
heart_failure,85+ years,Oregon,Female,2011,-0.0739749,0.0854417,0.1594167,0.0000000,significant_increase,3.042311005,27,1999
heart_failure,85+ years,Idaho,Male,2009,-0.0439094,0.0860452,0.1299546,0.0000004,significant_increase,3.125366988,27,1999
heart_failure,85+ years,Washington,Total,2012,0.0001530,0.0861580,0.0860050,0.0000000,significant_increase,2.437779769,27,1999
heart_failure,85+ years,Georgia,Male,2010,-0.0268440,0.0862767,0.1131207,0.0000000,significant_increase,3.816935515,27,1999
heart_failure,85+ years,Louisiana,Female,2013,0.0011940,0.0877466,0.0865526,0.0000131,significant_increase,4.039020532,27,1999
heart_failure,85+ years,California,Female,2013,0.0025306,0.0884559,0.0859253,0.0000000,significant_increase,2.72524669,27,1999
heart_failure,85+ years,Alabama,Female,2010,-0.1198252,0.0889354,0.2087606,0.0000000,significant_increase,4.672022711,27,1999
heart_failure,85+ years,Virginia,Female,2014,-0.0308472,0.0903917,0.1212389,0.0000000,significant_increase,2.986190396,27,1999
heart_failure,85+ years,Louisiana,Total,2012,0.0113413,0.0911794,0.0798381,0.0000003,significant_increase,4.219180768,27,1999
heart_failure,85+ years,Alabama,Male,2009,-0.1174538,0.0921338,0.2095875,0.0000002,significant_increase,4.776121481,27,1999
heart_failure,85+ years,New Jersey,Female,2012,-0.0045202,0.0923607,0.0968809,0.0000000,significant_increase,2.812856821,27,1999
heart_failure,85+ years,Alabama,Total,2010,-0.1139877,0.0925169,0.2065046,0.0000000,significant_increase,4.707287267,27,1999
heart_failure,85+ years,South Dakota,Total,2011,-0.1331374,0.0929617,0.2260991,0.0000000,significant_increase,2.06921324,27,1999
heart_failure,85+ years,Washington,Female,2013,0.0017030,0.0932761,0.0915731,0.0000000,significant_increase,2.508012433,27,1999
heart_failure,85+ years,Vermont,Total,2013,-0.0437152,0.0953817,0.1390969,0.0000013,significant_increase,2.274242091,27,1999
heart_failure,85+ years,Arizona,Total,2013,-0.0134850,0.0954564,0.1089414,0.0000000,significant_increase,2.377303817,27,1999
heart_failure,85+ years,California,Total,2013,0.0081642,0.0959147,0.0877505,0.0000000,significant_increase,2.813308595,27,1999
heart_failure,85+ years,South Dakota,Male,2012,-0.1206133,0.0970484,0.2176617,0.0003351,significant_increase,1.880153722,27,1999
heart_failure,85+ years,Idaho,Total,2010,-0.0151144,0.0976382,0.1127526,0.0000000,significant_increase,3.509808654,27,1999
heart_failure,85+ years,New Hampshire,Male,2014,0.0648121,0.0984406,0.0336285,0.0000000,significant_increase,3.114037206,27,1999
heart_failure,85+ years,New Mexico,Female,2016,-0.0201101,0.0990656,0.1191756,0.0004684,significant_increase,2.618532571,27,1999
heart_failure,85+ years,Virginia,Total,2014,-0.0245721,0.1016083,0.1261804,0.0000000,significant_increase,3.105894433,27,1999
heart_failure,85+ years,Louisiana,Male,2010,0.0318153,0.1017230,0.0699078,0.0000000,significant_increase,4.54681902,27,1999
heart_failure,85+ years,New Jersey,Total,2012,-0.0011956,0.1037224,0.1049180,0.0000000,significant_increase,2.955932383,27,1999
heart_failure,85+ years,Arizona,Female,2013,-0.0169083,0.1048276,0.1217359,0.0000000,significant_increase,2.519073569,27,1999
heart_failure,85+ years,Missouri,Female,2011,-0.0151833,0.1062228,0.1214061,0.0000000,significant_increase,3.549296119,27,1999
heart_failure,85+ years,California,Male,2013,0.0194620,0.1078360,0.0883740,0.0000000,significant_increase,2.960051712,27,1999
heart_failure,85+ years,Missouri,Total,2010,-0.0187251,0.1103013,0.1290264,0.0000000,significant_increase,3.660141396,27,1999
heart_failure,85+ years,Rhode Island,Female,2012,0.0422688,0.1109716,0.0687027,0.0000000,significant_increase,2.631801371,27,1999
heart_failure,85+ years,Delaware,Female,2014,-0.0418066,0.1110584,0.1528650,0.0000005,significant_increase,2.252231259,27,1999
heart_failure,85+ years,Virginia,Male,2013,-0.0152734,0.1114169,0.1266903,0.0000000,significant_increase,3.315851727,27,1999
heart_failure,85+ years,Michigan,Female,2012,-0.0200074,0.1131525,0.1331599,0.0000000,significant_increase,3.722550664,27,1999
heart_failure,85+ years,Texas,Female,2015,-0.0250985,0.1132964,0.1383949,0.0000000,significant_increase,3.115435266,27,1999
heart_failure,85+ years,Delaware,Male,2015,-0.0234094,0.1134724,0.1368818,0.0005400,significant_increase,2.468289941,27,1999
heart_failure,85+ years,Illinois,Female,2012,-0.0275934,0.1149336,0.1425269,0.0000000,significant_increase,3.460402597,27,1999
heart_failure,85+ years,Michigan,Total,2012,-0.0157988,0.1169580,0.1327568,0.0000000,significant_increase,3.766971437,27,1999
heart_failure,85+ years,Michigan,Male,2011,-0.0157198,0.1177283,0.1334481,0.0000000,significant_increase,3.848448113,27,1999
heart_failure,85+ years,Delaware,Total,2015,-0.0311285,0.1207093,0.1518378,0.0000001,significant_increase,2.334523196,27,1999
heart_failure,85+ years,Texas,Total,2015,-0.0205213,0.1209366,0.1414579,0.0000000,significant_increase,3.164036004,27,1999
heart_failure,85+ years,Texas,Male,2014,-0.0144952,0.1220196,0.1365148,0.0000000,significant_increase,3.246749779,27,1999
heart_failure,85+ years,Missouri,Male,2009,-0.0181317,0.1229468,0.1410785,0.0000000,significant_increase,3.862515393,27,1999
heart_failure,85+ years,New Jersey,Male,2012,0.0061738,0.1237957,0.1176219,0.0000000,significant_increase,3.219781727,27,1999
heart_failure,85+ years,Illinois,Total,2012,-0.0208791,0.1249413,0.1458204,0.0000000,significant_increase,3.614264859,27,1999
heart_failure,85+ years,Iowa,Female,2009,-0.0094501,0.1266283,0.1360784,0.0000000,significant_increase,3.045972352,27,1999
heart_failure,85+ years,West Virginia,Total,2020,-0.0388745,0.1270073,0.1658818,0.0000312,significant_increase,2.596068044,27,1999
heart_failure,85+ years,Rhode Island,Total,2016,0.0622187,0.1270841,0.0648655,0.0000000,significant_increase,2.702945322,27,1999
heart_failure,85+ years,Ohio,Female,2009,-0.0912632,0.1274770,0.2187403,0.0000000,significant_increase,3.413978848,27,1999
ischemic,85+ years,Montana,Total,2014,-0.1628904,0.1274917,0.2903821,0.0000004,significant_increase,5.197951083,27,1999
heart_failure,85+ years,Pennsylvania,Female,2012,-0.0360416,0.1275665,0.1636081,0.0000000,significant_increase,3.353092987,27,1999
heart_failure,85+ years,Idaho,Female,2013,0.0093587,0.1276797,0.1183209,0.0000004,significant_increase,3.775368549,27,1999
heart_failure,85+ years,Illinois,Male,2010,-0.0257429,0.1287563,0.1544992,0.0000000,significant_increase,3.9026305,27,1999
heart_failure,85+ years,Wisconsin,Total,2015,-0.0204332,0.1333574,0.1537906,0.0000000,significant_increase,3.48021706,27,1999
heart_failure,85+ years,Ohio,Total,2009,-0.0877191,0.1352677,0.2229867,0.0000000,significant_increase,3.48915568,27,1999
heart_failure,85+ years,Wyoming,Male,2021,-0.0330573,0.1354634,0.1685207,0.2817251,no_significant_change,2.485516213,27,1999
heart_failure,85+ years,Iowa,Total,2009,-0.0083028,0.1372119,0.1455147,0.0000000,significant_increase,3.138635204,27,1999
heart_failure,85+ years,Pennsylvania,Total,2012,-0.0300035,0.1372251,0.1672286,0.0000000,significant_increase,3.482898982,27,1999
heart_failure,85+ years,North Carolina,Total,2012,-0.0184362,0.1390118,0.1574480,0.0000000,significant_increase,3.340777808,27,1999
heart_failure,85+ years,North Carolina,Male,2011,-0.0133615,0.1402263,0.1535878,0.0000000,significant_increase,3.433796169,27,1999
heart_failure,85+ years,Wisconsin,Female,2015,-0.0263289,0.1412792,0.1676080,0.0000000,significant_increase,3.443733284,27,1999
heart_failure,85+ years,West Virginia,Female,2020,-0.0405079,0.1413567,0.1818646,0.0001098,significant_increase,2.692335417,27,1999
heart_failure,85+ years,North Carolina,Female,2013,-0.0165278,0.1444191,0.1609470,0.0000000,significant_increase,3.290903108,27,1999
heart_failure,85+ years,Pennsylvania,Male,2011,-0.0269352,0.1463612,0.1732963,0.0000000,significant_increase,3.732499833,27,1999
heart_failure,85+ years,South Carolina,Female,2013,-0.0432678,0.1480256,0.1912933,0.0000000,significant_increase,3.435830359,27,1999
heart_failure,85+ years,Rhode Island,Male,2020,0.0821568,0.1491662,0.0670094,0.0007519,significant_increase,2.849002881,27,1999
heart_failure,85+ years,Ohio,Male,2009,-0.0764912,0.1498991,0.2263903,0.0000000,significant_increase,3.629245645,27,1999
heart_failure,85+ years,South Carolina,Total,2013,-0.0378795,0.1528580,0.1907375,0.0000000,significant_increase,3.538137645,27,1999
ischemic,85+ years,Montana,Male,2014,-0.1820540,0.1539617,0.3360158,0.0003891,significant_increase,7.008371157,27,1999
heart_failure,85+ years,Utah,Male,2012,0.0017982,0.1627094,0.1609112,0.0000000,significant_increase,5.289753347,27,1999
heart_failure,85+ years,Iowa,Male,2010,0.0122028,0.1650940,0.1528912,0.0000000,significant_increase,3.317530145,27,1999
heart_failure,85+ years,Tennessee,Male,2011,-0.0169060,0.1665326,0.1834386,0.0000000,significant_increase,3.325385598,27,1999
heart_failure,85+ years,Wisconsin,Male,2018,0.0017325,0.1678689,0.1661364,0.0000003,significant_increase,3.546785087,27,1999
heart_failure,85+ years,District of Columbia,Total,2021,-0.0314817,0.1698070,0.2012887,0.0033354,significant_increase,1.294817311,22,1999
heart_failure,85+ years,Indiana,Total,2016,-0.0454899,0.1763896,0.2218795,0.0000000,significant_increase,3.662586588,27,1999
heart_failure,85+ years,Tennessee,Total,2012,-0.0163148,0.1767650,0.1930798,0.0000000,significant_increase,3.460383793,27,1999
heart_failure,85+ years,Nebraska,Female,2015,-0.0694212,0.1772608,0.2466820,0.0000000,significant_increase,3.752399505,27,1999
heart_failure,85+ years,Tennessee,Female,2012,-0.0203923,0.1790865,0.1994788,0.0000000,significant_increase,3.535985209,27,1999
heart_failure,85+ years,New Mexico,Male,2020,0.0030240,0.1792030,0.1761790,0.0001519,significant_increase,2.491879689,27,1999
heart_failure,85+ years,Connecticut,Male,2012,0.0013731,0.1797492,0.1783761,0.0000000,significant_increase,3.977088631,27,1999
heart_failure,85+ years,Oklahoma,Female,2015,-0.0817778,0.1810422,0.2628201,0.0000000,significant_increase,3.97756764,27,1999
heart_failure,85+ years,New Mexico,Total,2020,-0.0039489,0.1824084,0.1863573,0.0000952,significant_increase,2.567668843,27,1999
heart_failure,85+ years,South Carolina,Male,2015,-0.0084396,0.1873829,0.1958225,0.0000000,significant_increase,3.71456094,27,1999
heart_failure,85+ years,Indiana,Male,2016,-0.0375868,0.1879456,0.2255324,0.0000000,significant_increase,3.835396365,27,1999
heart_failure,85+ years,Connecticut,Total,2013,-0.0111894,0.1884417,0.1996311,0.0000000,significant_increase,3.707528233,27,1999
heart_failure,85+ years,Utah,Total,2012,-0.0194958,0.1928161,0.2123119,0.0000000,significant_increase,5.787171539,27,1999
heart_failure,85+ years,Indiana,Female,2017,-0.0430661,0.1959093,0.2389754,0.0000000,significant_increase,3.5726536,27,1999
heart_failure,85+ years,Nebraska,Total,2016,-0.0625066,0.2002646,0.2627712,0.0000000,significant_increase,3.703983345,27,1999
heart_failure,85+ years,Connecticut,Female,2014,-0.0125202,0.2009579,0.2134781,0.0000000,significant_increase,3.561963378,27,1999
heart_failure,85+ years,Nebraska,Male,2016,-0.0646710,0.2020257,0.2666967,0.0000007,significant_increase,3.625827254,27,1999
heart_failure,85+ years,Oklahoma,Total,2016,-0.0668993,0.2137397,0.2806390,0.0000000,significant_increase,4.005357675,27,1999
heart_failure,85+ years,District of Columbia,Male,2021,-0.0441614,0.2144972,0.2586586,0.0053365,significant_increase,1.256030758,22,1999
heart_failure,85+ years,Utah,Female,2012,-0.0289997,0.2168373,0.2458370,0.0000000,significant_increase,6.150382692,27,1999
heart_failure,85+ years,Oklahoma,Male,2016,-0.0486853,0.2263602,0.2750456,0.0000000,significant_increase,4.060165771,27,1999
heart_failure,85+ years,Kansas,Male,2020,-0.0264688,0.2560848,0.2825537,0.0000016,significant_increase,3.442480224,27,1999
heart_failure,85+ years,Kansas,Total,2020,-0.0367550,0.2732547,0.3100097,0.0000000,significant_increase,3.473696437,27,1999
heart_failure,85+ years,Kansas,Female,2020,-0.0409336,0.2816014,0.3225349,0.0000000,significant_increase,3.492116002,27,1999
heart_failure,85+ years,North Dakota,Total,2020,0.0159139,0.3119563,0.2960423,0.0000019,significant_increase,3.136412302,27,1999
heart_failure,85+ years,North Dakota,Female,2021,0.0173589,0.3206426,0.3032837,0.0000595,significant_increase,2.946285823,27,1999
heart_failure,85+ years,North Dakota,Male,2020,0.0197675,0.4286769,0.4089094,0.0000021,significant_increase,3.501246192,27,1999
