"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"55-64 years","55-64","Idaho","16","2016","2016","Male","M",160,102098,156.7
,"55-64 years","55-64","Idaho","16","2017","2017","Female","F",49,108074,45.3
,"55-64 years","55-64","Idaho","16","2017","2017","Male","M",160,103673,154.3
,"55-64 years","55-64","Idaho","16","2018","2018","Female","F",54,110071,49.1
,"55-64 years","55-64","Idaho","16","2018","2018","Male","M",165,104779,157.5
,"55-64 years","55-64","Idaho","16","2019","2019","Female","F",54,111991,48.2
,"55-64 years","55-64","Idaho","16","2019","2019","Male","M",146,106369,137.3
,"55-64 years","55-64","Idaho","16","2020","2020","Female","F",56,113391,49.4
,"55-64 years","55-64","Idaho","16","2020","2020","Male","M",158,107433,147.1
,"55-64 years","55-64","Illinois","17","1999","1999","Female","F",670,537661,124.6
,"55-64 years","55-64","Illinois","17","1999","1999","Male","M",1604,491627,326.3
,"55-64 years","55-64","Illinois","17","2000","2000","Female","F",613,543529,112.8
,"55-64 years","55-64","Illinois","17","2000","2000","Male","M",1501,497104,301.9
,"55-64 years","55-64","Illinois","17","2001","2001","Female","F",647,554616,116.7
,"55-64 years","55-64","Illinois","17","2001","2001","Male","M",1451,509041,285.0
,"55-64 years","55-64","Illinois","17","2002","2002","Female","F",584,584435,99.9
,"55-64 years","55-64","Illinois","17","2002","2002","Male","M",1537,536673,286.4
,"55-64 years","55-64","Illinois","17","2003","2003","Female","F",584,606822,96.2
,"55-64 years","55-64","Illinois","17","2003","2003","Male","M",1452,558062,260.2
,"55-64 years","55-64","Illinois","17","2004","2004","Female","F",564,628226,89.8
,"55-64 years","55-64","Illinois","17","2004","2004","Male","M",1419,578674,245.2
,"55-64 years","55-64","Illinois","17","2005","2005","Female","F",531,651460,81.5
,"55-64 years","55-64","Illinois","17","2005","2005","Male","M",1432,602692,237.6
,"55-64 years","55-64","Illinois","17","2006","2006","Female","F",535,675463,79.2
,"55-64 years","55-64","Illinois","17","2006","2006","Male","M",1426,625704,227.9
,"55-64 years","55-64","Illinois","17","2007","2007","Female","F",576,696063,82.8
,"55-64 years","55-64","Illinois","17","2007","2007","Male","M",1348,646453,208.5
,"55-64 years","55-64","Illinois","17","2008","2008","Female","F",557,714905,77.9
,"55-64 years","55-64","Illinois","17","2008","2008","Male","M",1418,665429,213.1
,"55-64 years","55-64","Illinois","17","2009","2009","Female","F",496,739760,67.0
,"55-64 years","55-64","Illinois","17","2009","2009","Male","M",1390,689207,201.7
,"55-64 years","55-64","Illinois","17","2010","2010","Female","F",466,761982,61.2
,"55-64 years","55-64","Illinois","17","2010","2010","Male","M",1399,711225,196.7
,"55-64 years","55-64","Illinois","17","2011","2011","Female","F",537,795414,67.5
,"55-64 years","55-64","Illinois","17","2011","2011","Male","M",1442,741934,194.4
,"55-64 years","55-64","Illinois","17","2012","2012","Female","F",531,805532,65.9
,"55-64 years","55-64","Illinois","17","2012","2012","Male","M",1445,752349,192.1
,"55-64 years","55-64","Illinois","17","2013","2013","Female","F",486,821649,59.1
,"55-64 years","55-64","Illinois","17","2013","2013","Male","M",1392,768255,181.2
,"55-64 years","55-64","Illinois","17","2014","2014","Female","F",487,836344,58.2
,"55-64 years","55-64","Illinois","17","2014","2014","Male","M",1349,782736,172.3
,"55-64 years","55-64","Illinois","17","2015","2015","Female","F",519,848761,61.1
,"55-64 years","55-64","Illinois","17","2015","2015","Male","M",1339,795855,168.2
,"55-64 years","55-64","Illinois","17","2016","2016","Female","F",511,853647,59.9
,"55-64 years","55-64","Illinois","17","2016","2016","Male","M",1284,802066,160.1
,"55-64 years","55-64","Illinois","17","2017","2017","Female","F",472,858785,55.0
,"55-64 years","55-64","Illinois","17","2017","2017","Male","M",1232,807403,152.6
,"55-64 years","55-64","Illinois","17","2018","2018","Female","F",523,858102,60.9
,"55-64 years","55-64","Illinois","17","2018","2018","Male","M",1241,807085,153.8
,"55-64 years","55-64","Illinois","17","2019","2019","Female","F",455,854099,53.3
,"55-64 years","55-64","Illinois","17","2019","2019","Male","M",1186,804184,147.5
,"55-64 years","55-64","Illinois","17","2020","2020","Female","F",450,843142,53.4
,"55-64 years","55-64","Illinois","17","2020","2020","Male","M",1266,795318,159.2
,"55-64 years","55-64","Indiana","18","1999","1999","Female","F",364,270411,134.6
,"55-64 years","55-64","Indiana","18","1999","1999","Male","M",782,252551,309.6
,"55-64 years","55-64","Indiana","18","2000","2000","Female","F",335,273675,122.4
,"55-64 years","55-64","Indiana","18","2000","2000","Male","M",821,256169,320.5
,"55-64 years","55-64","Indiana","18","2001","2001","Female","F",308,279883,110.0
,"55-64 years","55-64","Indiana","18","2001","2001","Male","M",785,262727,298.8
,"55-64 years","55-64","Indiana","18","2002","2002","Female","F",285,296338,96.2
,"55-64 years","55-64","Indiana","18","2002","2002","Male","M",753,278013,270.9
,"55-64 years","55-64","Indiana","18","2003","2003","Female","F",329,308591,106.6
,"55-64 years","55-64","Indiana","18","2003","2003","Male","M",762,289681,263.0
,"55-64 years","55-64","Indiana","18","2004","2004","Female","F",293,321062,91.3
,"55-64 years","55-64","Indiana","18","2004","2004","Male","M",773,301536,256.4
,"55-64 years","55-64","Indiana","18","2005","2005","Female","F",281,334748,83.9
,"55-64 years","55-64","Indiana","18","2005","2005","Male","M",743,314288,236.4
,"55-64 years","55-64","Indiana","18","2006","2006","Female","F",323,347510,92.9
,"55-64 years","55-64","Indiana","18","2006","2006","Male","M",733,326717,224.4
,"55-64 years","55-64","Indiana","18","2007","2007","Female","F",281,360116,78.0
,"55-64 years","55-64","Indiana","18","2007","2007","Male","M",727,339042,214.4
,"55-64 years","55-64","Indiana","18","2008","2008","Female","F",295,370431,79.6
,"55-64 years","55-64","Indiana","18","2008","2008","Male","M",806,349388,230.7
,"55-64 years","55-64","Indiana","18","2009","2009","Female","F",281,384035,73.2
,"55-64 years","55-64","Indiana","18","2009","2009","Male","M",746,363071,205.5
,"55-64 years","55-64","Indiana","18","2010","2010","Female","F",274,394907,69.4
,"55-64 years","55-64","Indiana","18","2010","2010","Male","M",785,374236,209.8
,"55-64 years","55-64","Indiana","18","2011","2011","Female","F",315,412419,76.4
,"55-64 years","55-64","Indiana","18","2011","2011","Male","M",860,390758,220.1
,"55-64 years","55-64","Indiana","18","2012","2012","Female","F",288,416817,69.1
,"55-64 years","55-64","Indiana","18","2012","2012","Male","M",810,395812,204.6
,"55-64 years","55-64","Indiana","18","2013","2013","Female","F",286,425343,67.2
,"55-64 years","55-64","Indiana","18","2013","2013","Male","M",759,404143,187.8
,"55-64 years","55-64","Indiana","18","2014","2014","Female","F",318,431938,73.6
,"55-64 years","55-64","Indiana","18","2014","2014","Male","M",794,410443,193.4
,"55-64 years","55-64","Indiana","18","2015","2015","Female","F",341,438420,77.8
,"55-64 years","55-64","Indiana","18","2015","2015","Male","M",819,417344,196.2
,"55-64 years","55-64","Indiana","18","2016","2016","Female","F",327,443295,73.8
,"55-64 years","55-64","Indiana","18","2016","2016","Male","M",806,421172,191.4
,"55-64 years","55-64","Indiana","18","2017","2017","Female","F",323,446642,72.3
,"55-64 years","55-64","Indiana","18","2017","2017","Male","M",875,423965,206.4
,"55-64 years","55-64","Indiana","18","2018","2018","Female","F",306,448253,68.3
,"55-64 years","55-64","Indiana","18","2018","2018","Male","M",866,425033,203.7
,"55-64 years","55-64","Indiana","18","2019","2019","Female","F",305,449163,67.9
,"55-64 years","55-64","Indiana","18","2019","2019","Male","M",806,425919,189.2
,"55-64 years","55-64","Indiana","18","2020","2020","Female","F",317,447218,70.9
,"55-64 years","55-64","Indiana","18","2020","2020","Male","M",849,423864,200.3
,"55-64 years","55-64","Iowa","19","1999","1999","Female","F",140,131546,106.4
,"55-64 years","55-64","Iowa","19","1999","1999","Male","M",335,124230,269.7
,"55-64 years","55-64","Iowa","19","2000","2000","Female","F",131,132276,99.0
,"55-64 years","55-64","Iowa","19","2000","2000","Male","M",346,125136,276.5
,"55-64 years","55-64","Iowa","19","2001","2001","Female","F",127,134339,94.5
,"55-64 years","55-64","Iowa","19","2001","2001","Male","M",326,127912,254.9
,"55-64 years","55-64","Iowa","19","2002","2002","Female","F",118,140816,83.8
,"55-64 years","55-64","Iowa","19","2002","2002","Male","M",324,134720,240.5
,"55-64 years","55-64","Iowa","19","2003","2003","Female","F",126,145958,86.3
,"55-64 years","55-64","Iowa","19","2003","2003","Male","M",364,140493,259.1
,"55-64 years","55-64","Iowa","19","2004","2004","Female","F",99,151551,65.3
,"55-64 years","55-64","Iowa","19","2004","2004","Male","M",362,146260,247.5
,"55-64 years","55-64","Iowa","19","2005","2005","Female","F",106,157069,67.5
,"55-64 years","55-64","Iowa","19","2005","2005","Male","M",348,152859,227.7
,"55-64 years","55-64","Iowa","19","2006","2006","Female","F",144,163322,88.2
,"55-64 years","55-64","Iowa","19","2006","2006","Male","M",334,159703,209.1
,"55-64 years","55-64","Iowa","19","2007","2007","Female","F",113,170021,66.5
,"55-64 years","55-64","Iowa","19","2007","2007","Male","M",344,166890,206.1
,"55-64 years","55-64","Iowa","19","2008","2008","Female","F",127,175440,72.4
,"55-64 years","55-64","Iowa","19","2008","2008","Male","M",351,172664,203.3
,"55-64 years","55-64","Iowa","19","2009","2009","Female","F",126,181873,69.3
,"55-64 years","55-64","Iowa","19","2009","2009","Male","M",389,179549,216.7
,"55-64 years","55-64","Iowa","19","2010","2010","Female","F",141,187191,75.3
,"55-64 years","55-64","Iowa","19","2010","2010","Male","M",356,185559,191.9
,"55-64 years","55-64","Iowa","19","2011","2011","Female","F",146,195342,74.7
,"55-64 years","55-64","Iowa","19","2011","2011","Male","M",386,193707,199.3
,"55-64 years","55-64","Iowa","19","2012","2012","Female","F",163,197843,82.4
,"55-64 years","55-64","Iowa","19","2012","2012","Male","M",419,195789,214.0
,"55-64 years","55-64","Iowa","19","2013","2013","Female","F",136,201658,67.4
,"55-64 years","55-64","Iowa","19","2013","2013","Male","M",422,199887,211.1
,"55-64 years","55-64","Iowa","19","2014","2014","Female","F",143,204587,69.9
,"55-64 years","55-64","Iowa","19","2014","2014","Male","M",398,202554,196.5
,"55-64 years","55-64","Iowa","19","2015","2015","Female","F",121,208063,58.2
,"55-64 years","55-64","Iowa","19","2015","2015","Male","M",366,205254,178.3
,"55-64 years","55-64","Iowa","19","2016","2016","Female","F",149,209765,71.0
,"55-64 years","55-64","Iowa","19","2016","2016","Male","M",418,206233,202.7
,"55-64 years","55-64","Iowa","19","2017","2017","Female","F",161,210991,76.3
,"55-64 years","55-64","Iowa","19","2017","2017","Male","M",379,206568,183.5
,"55-64 years","55-64","Iowa","19","2018","2018","Female","F",143,211221,67.7
,"55-64 years","55-64","Iowa","19","2018","2018","Male","M",439,206316,212.8
,"55-64 years","55-64","Iowa","19","2019","2019","Female","F",144,210481,68.4
,"55-64 years","55-64","Iowa","19","2019","2019","Male","M",471,205215,229.5
,"55-64 years","55-64","Iowa","19","2020","2020","Female","F",165,208336,79.2
,"55-64 years","55-64","Iowa","19","2020","2020","Male","M",434,202698,214.1
,"55-64 years","55-64","Kansas","20","1999","1999","Female","F",135,111987,120.5
,"55-64 years","55-64","Kansas","20","1999","1999","Male","M",266,105733,251.6
,"55-64 years","55-64","Kansas","20","2000","2000","Female","F",109,113164,96.3
,"55-64 years","55-64","Kansas","20","2000","2000","Male","M",269,107089,251.2
,"55-64 years","55-64","Kansas","20","2001","2001","Female","F",100,115839,86.3
,"55-64 years","55-64","Kansas","20","2001","2001","Male","M",251,110151,227.9
,"55-64 years","55-64","Kansas","20","2002","2002","Female","F",91,122555,74.3
,"55-64 years","55-64","Kansas","20","2002","2002","Male","M",244,117000,208.5
,"55-64 years","55-64","Kansas","20","2003","2003","Female","F",85,128016,66.4
,"55-64 years","55-64","Kansas","20","2003","2003","Male","M",291,122695,237.2
,"55-64 years","55-64","Kansas","20","2004","2004","Female","F",98,133367,73.5
,"55-64 years","55-64","Kansas","20","2004","2004","Male","M",262,128190,204.4
,"55-64 years","55-64","Kansas","20","2005","2005","Female","F",97,138939,69.8
,"55-64 years","55-64","Kansas","20","2005","2005","Male","M",294,134681,218.3
,"55-64 years","55-64","Kansas","20","2006","2006","Female","F",99,144544,68.5
,"55-64 years","55-64","Kansas","20","2006","2006","Male","M",288,140914,204.4
,"55-64 years","55-64","Kansas","20","2007","2007","Female","F",78,150692,51.8
,"55-64 years","55-64","Kansas","20","2007","2007","Male","M",232,147281,157.5
,"55-64 years","55-64","Kansas","20","2008","2008","Female","F",89,155820,57.1
,"55-64 years","55-64","Kansas","20","2008","2008","Male","M",277,152303,181.9
,"55-64 years","55-64","Kansas","20","2009","2009","Female","F",95,162325,58.5
,"55-64 years","55-64","Kansas","20","2009","2009","Male","M",280,158526,176.6
,"55-64 years","55-64","Kansas","20","2010","2010","Female","F",106,167559,63.3
,"55-64 years","55-64","Kansas","20","2010","2010","Male","M",300,163688,183.3
,"55-64 years","55-64","Kansas","20","2011","2011","Female","F",116,175246,66.2
,"55-64 years","55-64","Kansas","20","2011","2011","Male","M",299,170906,174.9
,"55-64 years","55-64","Kansas","20","2012","2012","Female","F",96,177960,53.9
,"55-64 years","55-64","Kansas","20","2012","2012","Male","M",305,173150,176.1
,"55-64 years","55-64","Kansas","20","2013","2013","Female","F",85,181395,46.9
,"55-64 years","55-64","Kansas","20","2013","2013","Male","M",291,175452,165.9
,"55-64 years","55-64","Kansas","20","2014","2014","Female","F",107,184615,58.0
,"55-64 years","55-64","Kansas","20","2014","2014","Male","M",313,177847,176.0
,"55-64 years","55-64","Kansas","20","2015","2015","Female","F",132,187540,70.4
,"55-64 years","55-64","Kansas","20","2015","2015","Male","M",289,179663,160.9
,"55-64 years","55-64","Kansas","20","2016","2016","Female","F",117,190396,61.5
,"55-64 years","55-64","Kansas","20","2016","2016","Male","M",339,181798,186.5
,"55-64 years","55-64","Kansas","20","2017","2017","Female","F",126,191128,65.9
,"55-64 years","55-64","Kansas","20","2017","2017","Male","M",345,182516,189.0
,"55-64 years","55-64","Kansas","20","2018","2018","Female","F",132,191365,69.0
,"55-64 years","55-64","Kansas","20","2018","2018","Male","M",333,182060,182.9
,"55-64 years","55-64","Kansas","20","2019","2019","Female","F",129,190103,67.9
,"55-64 years","55-64","Kansas","20","2019","2019","Male","M",325,181402,179.2
,"55-64 years","55-64","Kansas","20","2020","2020","Female","F",133,188054,70.7
,"55-64 years","55-64","Kansas","20","2020","2020","Male","M",360,178681,201.5
,"55-64 years","55-64","Kentucky","21","1999","1999","Female","F",280,190169,147.2
,"55-64 years","55-64","Kentucky","21","1999","1999","Male","M",641,175819,364.6
,"55-64 years","55-64","Kentucky","21","2000","2000","Female","F",279,193415,144.2
,"55-64 years","55-64","Kentucky","21","2000","2000","Male","M",582,179180,324.8
,"55-64 years","55-64","Kentucky","21","2001","2001","Female","F",254,198213,128.1
,"55-64 years","55-64","Kentucky","21","2001","2001","Male","M",651,184085,353.6
,"55-64 years","55-64","Kentucky","21","2002","2002","Female","F",243,210005,115.7
,"55-64 years","55-64","Kentucky","21","2002","2002","Male","M",599,195550,306.3
,"55-64 years","55-64","Kentucky","21","2003","2003","Female","F",253,219066,115.5
,"55-64 years","55-64","Kentucky","21","2003","2003","Male","M",670,204527,327.6
,"55-64 years","55-64","Kentucky","21","2004","2004","Female","F",246,227362,108.2
,"55-64 years","55-64","Kentucky","21","2004","2004","Male","M",614,213123,288.1
,"55-64 years","55-64","Kentucky","21","2005","2005","Female","F",303,236695,128.0
,"55-64 years","55-64","Kentucky","21","2005","2005","Male","M",585,222225,263.2
,"55-64 years","55-64","Kentucky","21","2006","2006","Female","F",261,246090,106.1
,"55-64 years","55-64","Kentucky","21","2006","2006","Male","M",571,231395,246.8
,"55-64 years","55-64","Kentucky","21","2007","2007","Female","F",233,254200,91.7
,"55-64 years","55-64","Kentucky","21","2007","2007","Male","M",620,239119,259.3
,"55-64 years","55-64","Kentucky","21","2008","2008","Female","F",244,262117,93.1
,"55-64 years","55-64","Kentucky","21","2008","2008","Male","M",639,246524,259.2
,"55-64 years","55-64","Kentucky","21","2009","2009","Female","F",291,270338,107.6
,"55-64 years","55-64","Kentucky","21","2009","2009","Male","M",633,254045,249.2
,"55-64 years","55-64","Kentucky","21","2010","2010","Female","F",261,277968,93.9
,"55-64 years","55-64","Kentucky","21","2010","2010","Male","M",603,261025,231.0
,"55-64 years","55-64","Kentucky","21","2011","2011","Female","F",280,289120,96.8
,"55-64 years","55-64","Kentucky","21","2011","2011","Male","M",652,271348,240.3
,"55-64 years","55-64","Kentucky","21","2012","2012","Female","F",288,290507,99.1
,"55-64 years","55-64","Kentucky","21","2012","2012","Male","M",715,272271,262.6
,"55-64 years","55-64","Kentucky","21","2013","2013","Female","F",266,295416,90.0
,"55-64 years","55-64","Kentucky","21","2013","2013","Male","M",672,276328,243.2
,"55-64 years","55-64","Kentucky","21","2014","2014","Female","F",289,299119,96.6
,"55-64 years","55-64","Kentucky","21","2014","2014","Male","M",668,279003,239.4
,"55-64 years","55-64","Kentucky","21","2015","2015","Female","F",292,303029,96.4
,"55-64 years","55-64","Kentucky","21","2015","2015","Male","M",688,282516,243.5
,"55-64 years","55-64","Kentucky","21","2016","2016","Female","F",286,305773,93.5
,"55-64 years","55-64","Kentucky","21","2016","2016","Male","M",740,284697,259.9
,"55-64 years","55-64","Kentucky","21","2017","2017","Female","F",293,308275,95.0
,"55-64 years","55-64","Kentucky","21","2017","2017","Male","M",695,286284,242.8
,"55-64 years","55-64","Kentucky","21","2018","2018","Female","F",288,309737,93.0
,"55-64 years","55-64","Kentucky","21","2018","2018","Male","M",755,287608,262.5
,"55-64 years","55-64","Kentucky","21","2019","2019","Female","F",296,310463,95.3
,"55-64 years","55-64","Kentucky","21","2019","2019","Male","M",667,287826,231.7
,"55-64 years","55-64","Kentucky","21","2020","2020","Female","F",339,309290,109.6
,"55-64 years","55-64","Kentucky","21","2020","2020","Male","M",774,286694,270.0
,"55-64 years","55-64","Louisiana","22","1999","1999","Female","F",305,196784,155.0
,"55-64 years","55-64","Louisiana","22","1999","1999","Male","M",638,176452,361.6
,"55-64 years","55-64","Louisiana","22","2000","2000","Female","F",296,199594,148.3
,"55-64 years","55-64","Louisiana","22","2000","2000","Male","M",639,179454,356.1
,"55-64 years","55-64","Louisiana","22","2001","2001","Female","F",297,204507,145.2
,"55-64 years","55-64","Louisiana","22","2001","2001","Male","M",636,184096,345.5
,"55-64 years","55-64","Louisiana","22","2002","2002","Female","F",303,215416,140.7
,"55-64 years","55-64","Louisiana","22","2002","2002","Male","M",637,195381,326.0
,"55-64 years","55-64","Louisiana","22","2003","2003","Female","F",304,224520,135.4
,"55-64 years","55-64","Louisiana","22","2003","2003","Male","M",690,204877,336.8
,"55-64 years","55-64","Louisiana","22","2004","2004","Female","F",292,233390,125.1
,"55-64 years","55-64","Louisiana","22","2004","2004","Male","M",624,213936,291.7
,"55-64 years","55-64","Louisiana","22","2005","2005","Female","F",301,242880,123.9
,"55-64 years","55-64","Louisiana","22","2005","2005","Male","M",687,223867,306.9
,"55-64 years","55-64","Louisiana","22","2006","2006","Female","F",300,240554,124.7
,"55-64 years","55-64","Louisiana","22","2006","2006","Male","M",662,223365,296.4
,"55-64 years","55-64","Louisiana","22","2007","2007","Female","F",246,249976,98.4
,"55-64 years","55-64","Louisiana","22","2007","2007","Male","M",683,232419,293.9
,"55-64 years","55-64","Louisiana","22","2008","2008","Female","F",319,258547,123.4
,"55-64 years","55-64","Louisiana","22","2008","2008","Male","M",659,241125,273.3
,"55-64 years","55-64","Louisiana","22","2009","2009","Female","F",327,268541,121.8
,"55-64 years","55-64","Louisiana","22","2009","2009","Male","M",655,250776,261.2
,"55-64 years","55-64","Louisiana","22","2010","2010","Female","F",310,276997,111.9
,"55-64 years","55-64","Louisiana","22","2010","2010","Male","M",691,258565,267.2
,"55-64 years","55-64","Louisiana","22","2011","2011","Female","F",307,289902,105.9
,"55-64 years","55-64","Louisiana","22","2011","2011","Male","M",621,270123,229.9
,"55-64 years","55-64","Louisiana","22","2012","2012","Female","F",300,293808,102.1
,"55-64 years","55-64","Louisiana","22","2012","2012","Male","M",706,273079,258.5
,"55-64 years","55-64","Louisiana","22","2013","2013","Female","F",294,299892,98.0
,"55-64 years","55-64","Louisiana","22","2013","2013","Male","M",734,277759,264.3
,"55-64 years","55-64","Louisiana","22","2014","2014","Female","F",333,305333,109.1
,"55-64 years","55-64","Louisiana","22","2014","2014","Male","M",743,282533,263.0
,"55-64 years","55-64","Louisiana","22","2015","2015","Female","F",305,310706,98.2
,"55-64 years","55-64","Louisiana","22","2015","2015","Male","M",715,286824,249.3
,"55-64 years","55-64","Louisiana","22","2016","2016","Female","F",285,313905,90.8
,"55-64 years","55-64","Louisiana","22","2016","2016","Male","M",723,289116,250.1
,"55-64 years","55-64","Louisiana","22","2017","2017","Female","F",298,316217,94.2
,"55-64 years","55-64","Louisiana","22","2017","2017","Male","M",654,289974,225.5
,"55-64 years","55-64","Louisiana","22","2018","2018","Female","F",264,316760,83.3
,"55-64 years","55-64","Louisiana","22","2018","2018","Male","M",693,289506,239.4
,"55-64 years","55-64","Louisiana","22","2019","2019","Female","F",286,316073,90.5
,"55-64 years","55-64","Louisiana","22","2019","2019","Male","M",649,288597,224.9
,"55-64 years","55-64","Louisiana","22","2020","2020","Female","F",317,314119,100.9
,"55-64 years","55-64","Louisiana","22","2020","2020","Male","M",721,285828,252.2
,"55-64 years","55-64","Maine","23","1999","1999","Female","F",56,61267,91.4
,"55-64 years","55-64","Maine","23","1999","1999","Male","M",137,58545,234.0
,"55-64 years","55-64","Maine","23","2000","2000","Female","F",47,62909,74.7
,"55-64 years","55-64","Maine","23","2000","2000","Male","M",149,60278,247.2
,"55-64 years","55-64","Maine","23","2001","2001","Female","F",65,64942,100.1
,"55-64 years","55-64","Maine","23","2001","2001","Male","M",135,62620,215.6
,"55-64 years","55-64","Maine","23","2002","2002","Female","F",49,69318,70.7
,"55-64 years","55-64","Maine","23","2002","2002","Male","M",154,67350,228.7
,"55-64 years","55-64","Maine","23","2003","2003","Female","F",37,73170,50.6
,"55-64 years","55-64","Maine","23","2003","2003","Male","M",148,71391,207.3
,"55-64 years","55-64","Maine","23","2004","2004","Female","F",50,77156,64.8
,"55-64 years","55-64","Maine","23","2004","2004","Male","M",115,75395,152.5
,"55-64 years","55-64","Maine","23","2005","2005","Female","F",46,80916,56.8
,"55-64 years","55-64","Maine","23","2005","2005","Male","M",142,79659,178.3
,"55-64 years","55-64","Maine","23","2006","2006","Female","F",49,84999,57.6
,"55-64 years","55-64","Maine","23","2006","2006","Male","M",161,83299,193.3
,"55-64 years","55-64","Maine","23","2007","2007","Female","F",45,88717,50.7
,"55-64 years","55-64","Maine","23","2007","2007","Male","M",151,86326,174.9
,"55-64 years","55-64","Maine","23","2008","2008","Female","F",38,91680,41.4
,"55-64 years","55-64","Maine","23","2008","2008","Male","M",164,88975,184.3
,"55-64 years","55-64","Maine","23","2009","2009","Female","F",49,95122,51.5
,"55-64 years","55-64","Maine","23","2009","2009","Male","M",132,91855,143.7
,"55-64 years","55-64","Maine","23","2010","2010","Female","F",42,97879,42.9
,"55-64 years","55-64","Maine","23","2010","2010","Male","M",126,94222,133.7
,"55-64 years","55-64","Maine","23","2011","2011","Female","F",40,102300,39.1
,"55-64 years","55-64","Maine","23","2011","2011","Male","M",135,97658,138.2
,"55-64 years","55-64","Maine","23","2012","2012","Female","F",38,103354,36.8
,"55-64 years","55-64","Maine","23","2012","2012","Male","M",133,98094,135.6
,"55-64 years","55-64","Maine","23","2013","2013","Female","F",37,105091,35.2
,"55-64 years","55-64","Maine","23","2013","2013","Male","M",130,99038,131.3
,"55-64 years","55-64","Maine","23","2014","2014","Female","F",45,106471,42.3
,"55-64 years","55-64","Maine","23","2014","2014","Male","M",126,99904,126.1
,"55-64 years","55-64","Maine","23","2015","2015","Female","F",50,107767,46.4
,"55-64 years","55-64","Maine","23","2015","2015","Male","M",125,100839,124.0
,"55-64 years","55-64","Maine","23","2016","2016","Female","F",34,108622,31.3
,"55-64 years","55-64","Maine","23","2016","2016","Male","M",136,101668,133.8
,"55-64 years","55-64","Maine","23","2017","2017","Female","F",58,109180,53.1
,"55-64 years","55-64","Maine","23","2017","2017","Male","M",130,102252,127.1
,"55-64 years","55-64","Maine","23","2018","2018","Female","F",28,109594,25.5
,"55-64 years","55-64","Maine","23","2018","2018","Male","M",118,102387,115.2
,"55-64 years","55-64","Maine","23","2019","2019","Female","F",44,109359,40.2
,"55-64 years","55-64","Maine","23","2019","2019","Male","M",123,102201,120.4
,"55-64 years","55-64","Maine","23","2020","2020","Female","F",43,109079,39.4
,"55-64 years","55-64","Maine","23","2020","2020","Male","M",125,101395,123.3
,"55-64 years","55-64","Maryland","24","1999","1999","Female","F",263,239028,110.0
,"55-64 years","55-64","Maryland","24","1999","1999","Male","M",664,219754,302.2
,"55-64 years","55-64","Maryland","24","2000","2000","Female","F",269,245126,109.7
,"55-64 years","55-64","Maryland","24","2000","2000","Male","M",614,225250,272.6
,"55-64 years","55-64","Maryland","24","2001","2001","Female","F",283,254560,111.2
,"55-64 years","55-64","Maryland","24","2001","2001","Male","M",597,233749,255.4
,"55-64 years","55-64","Maryland","24","2002","2002","Female","F",276,272606,101.2
,"55-64 years","55-64","Maryland","24","2002","2002","Male","M",627,249818,251.0
,"55-64 years","55-64","Maryland","24","2003","2003","Female","F",283,287024,98.6
,"55-64 years","55-64","Maryland","24","2003","2003","Male","M",625,262108,238.5
,"55-64 years","55-64","Maryland","24","2004","2004","Female","F",302,301038,100.3
,"55-64 years","55-64","Maryland","24","2004","2004","Male","M",616,273908,224.9
,"55-64 years","55-64","Maryland","24","2005","2005","Female","F",284,313516,90.6
,"55-64 years","55-64","Maryland","24","2005","2005","Male","M",635,283715,223.8
,"55-64 years","55-64","Maryland","24","2006","2006","Female","F",295,324883,90.8
,"55-64 years","55-64","Maryland","24","2006","2006","Male","M",616,293368,210.0
,"55-64 years","55-64","Maryland","24","2007","2007","Female","F",267,334363,79.9
,"55-64 years","55-64","Maryland","24","2007","2007","Male","M",628,301745,208.1
,"55-64 years","55-64","Maryland","24","2008","2008","Female","F",282,343617,82.1
,"55-64 years","55-64","Maryland","24","2008","2008","Male","M",628,308466,203.6
,"55-64 years","55-64","Maryland","24","2009","2009","Female","F",307,356632,86.1
,"55-64 years","55-64","Maryland","24","2009","2009","Male","M",662,319104,207.5
,"55-64 years","55-64","Maryland","24","2010","2010","Female","F",315,366719,85.9
,"55-64 years","55-64","Maryland","24","2010","2010","Male","M",644,329049,195.7
,"55-64 years","55-64","Maryland","24","2011","2011","Female","F",271,383005,70.8
,"55-64 years","55-64","Maryland","24","2011","2011","Male","M",603,343365,175.6
,"55-64 years","55-64","Maryland","24","2012","2012","Female","F",243,388696,62.5
,"55-64 years","55-64","Maryland","24","2012","2012","Male","M",622,348031,178.7
,"55-64 years","55-64","Maryland","24","2013","2013","Female","F",259,395605,65.5
,"55-64 years","55-64","Maryland","24","2013","2013","Male","M",617,354782,173.9
,"55-64 years","55-64","Maryland","24","2014","2014","Female","F",230,403820,57.0
,"55-64 years","55-64","Maryland","24","2014","2014","Male","M",623,361571,172.3
,"55-64 years","55-64","Maryland","24","2015","2015","Female","F",277,412177,67.2
,"55-64 years","55-64","Maryland","24","2015","2015","Male","M",573,369551,155.1
,"55-64 years","55-64","Maryland","24","2016","2016","Female","F",263,418140,62.9
,"55-64 years","55-64","Maryland","24","2016","2016","Male","M",604,375928,160.7
,"55-64 years","55-64","Maryland","24","2017","2017","Female","F",221,425218,52.0
,"55-64 years","55-64","Maryland","24","2017","2017","Male","M",580,382789,151.5
