"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"85+ years","85+","Connecticut","09","2006","2006","Female","F",1348,53615,2514.2
,"85+ years","85+","Connecticut","09","2006","2006","Male","M",728,23432,3106.9
,"85+ years","85+","Connecticut","09","2007","2007","Female","F",1275,54719,2330.1
,"85+ years","85+","Connecticut","09","2007","2007","Male","M",708,24368,2905.4
,"85+ years","85+","Connecticut","09","2008","2008","Female","F",1276,55965,2280.0
,"85+ years","85+","Connecticut","09","2008","2008","Male","M",762,25348,3006.2
,"85+ years","85+","Connecticut","09","2009","2009","Female","F",1178,57059,2064.5
,"85+ years","85+","Connecticut","09","2009","2009","Male","M",743,26236,2832.0
,"85+ years","85+","Connecticut","09","2010","2010","Female","F",1221,57950,2107.0
,"85+ years","85+","Connecticut","09","2010","2010","Male","M",728,26948,2701.5
,"85+ years","85+","Connecticut","09","2011","2011","Female","F",1225,59186,2069.7
,"85+ years","85+","Connecticut","09","2011","2011","Male","M",748,28013,2670.2
,"85+ years","85+","Connecticut","09","2012","2012","Female","F",1150,59560,1930.8
,"85+ years","85+","Connecticut","09","2012","2012","Male","M",748,28608,2614.7
,"85+ years","85+","Connecticut","09","2013","2013","Female","F",1092,60008,1819.8
,"85+ years","85+","Connecticut","09","2013","2013","Male","M",701,29362,2387.4
,"85+ years","85+","Connecticut","09","2014","2014","Female","F",1000,60092,1664.1
,"85+ years","85+","Connecticut","09","2014","2014","Male","M",735,29693,2475.3
,"85+ years","85+","Connecticut","09","2015","2015","Female","F",1047,60031,1744.1
,"85+ years","85+","Connecticut","09","2015","2015","Male","M",755,30093,2508.9
,"85+ years","85+","Connecticut","09","2016","2016","Female","F",984,59773,1646.2
,"85+ years","85+","Connecticut","09","2016","2016","Male","M",700,30155,2321.3
,"85+ years","85+","Connecticut","09","2017","2017","Female","F",995,61280,1623.7
,"85+ years","85+","Connecticut","09","2017","2017","Male","M",719,31375,2291.6
,"85+ years","85+","Connecticut","09","2018","2018","Female","F",942,60708,1551.7
,"85+ years","85+","Connecticut","09","2018","2018","Male","M",707,31163,2268.7
,"85+ years","85+","Connecticut","09","2019","2019","Female","F",937,59956,1562.8
,"85+ years","85+","Connecticut","09","2019","2019","Male","M",724,31374,2307.6
,"85+ years","85+","Connecticut","09","2020","2020","Female","F",837,59411,1408.8
,"85+ years","85+","Connecticut","09","2020","2020","Male","M",598,31163,1918.9
,"85+ years","85+","Delaware","10","1999","1999","Female","F",307,7392,4153.1
,"85+ years","85+","Delaware","10","1999","1999","Male","M",134,2847,4706.7
,"85+ years","85+","Delaware","10","2000","2000","Female","F",353,7599,4645.3
,"85+ years","85+","Delaware","10","2000","2000","Male","M",148,2950,5016.9
,"85+ years","85+","Delaware","10","2001","2001","Female","F",355,7759,4575.3
,"85+ years","85+","Delaware","10","2001","2001","Male","M",148,3106,4765.0
,"85+ years","85+","Delaware","10","2002","2002","Female","F",334,8013,4168.2
,"85+ years","85+","Delaware","10","2002","2002","Male","M",139,3316,4191.8
,"85+ years","85+","Delaware","10","2003","2003","Female","F",366,8214,4455.8
,"85+ years","85+","Delaware","10","2003","2003","Male","M",167,3567,4681.8
,"85+ years","85+","Delaware","10","2004","2004","Female","F",298,8519,3498.1
,"85+ years","85+","Delaware","10","2004","2004","Male","M",159,3709,4286.9
,"85+ years","85+","Delaware","10","2005","2005","Female","F",338,8949,3777.0
,"85+ years","85+","Delaware","10","2005","2005","Male","M",177,3905,4532.7
,"85+ years","85+","Delaware","10","2006","2006","Female","F",298,9216,3233.5
,"85+ years","85+","Delaware","10","2006","2006","Male","M",166,4090,4058.7
,"85+ years","85+","Delaware","10","2007","2007","Female","F",278,9609,2893.1
